Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards
Édgar Badía,La Liga,GK,28.0,17,17,17.0,0,0,0,0
Alejandro Baena,La Liga,MF,19.0,1,1,0.5,0,0,0,0
Miguel Baeza,La Liga,"MF,FW",20.0,14,4,4.7,1,0,0,0
Stéphane Bahoken,Ligue 1,FW,28.0,17,11,10.5,5,1,4,0
Leon Bailey,Bundesliga,FW,23.0,16,14,13.4,4,5,3,0
Eric Bailly,Premier League,DF,26.0,6,5,5.1,0,0,2,0
Tiemoué Bakayoko,Serie A,MF,26.0,14,13,11.6,1,1,4,1
Mitchel Bakker,Ligue 1,DF,20.0,18,14,13.9,0,2,1,0
Ridle Baku,Bundesliga,"DF,FW",22.0,15,14,13.5,2,1,0,0
Ridle Baku,Bundesliga,DF,22.0,2,2,2.0,0,0,0,0
Dilane Bakwa,Ligue 1,"FW,MF",18.0,5,0,0.5,0,0,0,0
Fabián Balbuena,Premier League,DF,29.0,12,12,12.0,1,0,1,0
Keita Baldé,Serie A,FW,25.0,7,2,3.1,2,1,2,1
George Baldock,Premier League,DF,27.0,16,16,16.0,0,1,2,0
Gareth Bale,Premier League,FW,31.0,4,1,1.8,1,0,0,0
Mikel Balenziaga,La Liga,DF,32.0,8,3,5.0,0,0,0,0
Leonardo Balerdi,Ligue 1,DF,21.0,6,5,4.5,1,0,2,0
Fodé Ballo-Touré,Ligue 1,DF,24.0,11,5,5.5,0,1,1,0
Botond Balogh,Serie A,DF,18.0,2,1,1.6,0,0,1,0
Abdoulaye Bamba,Ligue 1,DF,30.0,10,10,9.3,0,0,1,0
Jonathan Bamba,Ligue 1,MF,24.0,20,19,19.1,6,7,0,0
Robson Bambu,Ligue 1,DF,23.0,9,8,7.6,0,0,2,1
Patrick Bamford,Premier League,FW,27.0,18,18,17.2,10,2,1,0
Mattia Bani,Serie A,DF,27.0,11,10,10.2,0,0,4,0
Simon Banza,Ligue 1,FW,24.0,17,5,7.3,2,1,1,0
Antonín Barák,Serie A,"MF,FW",26.0,15,13,13.2,3,1,2,1
Federico Barba,Serie A,DF,27.0,13,12,11.4,0,0,4,0
Danilo Barbosa,Ligue 1,DF,24.0,4,3,2.8,0,0,2,0
Sergio Barcia,La Liga,DF,20.0,1,1,1.0,0,0,1,0
Melvin Bard,Ligue 1,DF,20.0,9,3,3.4,0,0,0,1
Enis Bardhi,La Liga,MF,25.0,8,7,6.5,0,1,1,0
Phil Bardsley,Premier League,DF,35.0,3,3,3.0,0,0,2,0
Nicolò Barella,Serie A,MF,23.0,18,15,15.3,2,5,4,0
Kike Barja,La Liga,"MF,FW",23.0,15,3,3.8,0,1,1,0
Ross Barkley,Premier League,MF,27.0,6,6,5.0,2,1,0,0
Ross Barkley,Premier League,MF,27.0,2,0,0.5,0,0,0,0
Aymen Barkok,Bundesliga,"FW,MF",22.0,15,5,6.6,2,3,4,0
Ashley Barnes,Premier League,FW,31.0,14,11,10.4,1,0,3,0
Harvey Barnes,Premier League,"FW,MF",23.0,18,15,15.2,6,2,0,0
Antonio Barragán,La Liga,DF,33.0,14,14,14.0,0,1,4,0
Antonio Barreca,Serie A,DF,25.0,2,1,0.8,0,0,0,0
Leandro Barreiro Martins,Bundesliga,MF,21.0,13,11,10.8,0,1,1,0
Ander Barrenetxea,La Liga,"FW,MF",19.0,16,9,8.4,2,0,4,0
Jacob Barrett Laursen,Bundesliga,DF,26.0,6,4,4.3,0,0,1,0
Musa Barrow,Serie A,"FW,MF",22.0,18,16,15.2,3,3,0,0
Kyle Bartley,Premier League,DF,29.0,11,10,10.3,1,1,1,0
Paolo Bartolomei,Serie A,MF,31.0,6,3,3.6,0,1,1,0
Marc Bartra,La Liga,DF,30.0,13,13,12.8,0,0,3,0
Chris Basham,Premier League,"DF,MF",32.0,19,19,17.2,0,0,1,0
Toma Bašić,Ligue 1,MF,24.0,20,20,17.7,4,0,3,0
Alessandro Bastoni,Serie A,DF,21.0,15,15,14.6,0,2,3,0
Simone Bastoni,Serie A,DF,24.0,9,9,7.5,0,3,2,0
Bastos,Serie A,DF,29.0,2,0,0.7,0,0,0,0
Michy Batshuayi,Premier League,FW,27.0,11,4,4.9,0,1,0,0
Rodrigo Battaglia,La Liga,MF,29.0,17,17,16.1,0,0,5,1
Cristian Battocchio,Ligue 1,"MF,FW",28.0,15,2,3.9,0,0,0,0
Oliver Baumann,Bundesliga,GK,30.0,16,16,16.0,0,0,1,0
Julian Baumgartlinger,Bundesliga,MF,33.0,15,12,11.8,2,0,1,0
Christoph Baumgartner,Bundesliga,"MF,FW",21.0,16,14,13.5,2,3,4,0
Jon Bautista,La Liga,"FW,MF",25.0,10,0,1.9,0,0,0,0
Paul Baysse,Ligue 1,DF,32.0,17,16,15.7,1,1,4,1
Noah Joel Sarenren Bazee,Bundesliga,"FW,MF",24.0,3,0,0.4,0,1,1,0
Ihlas Bebou,Bundesliga,"FW,DF",26.0,15,8,9.1,3,3,1,0
Rodrigo Becão,Serie A,DF,25.0,16,15,15.5,0,0,5,0
Sheraldo Becker,Bundesliga,"FW,MF",25.0,15,14,11.2,3,2,2,0
Timo Becker,Bundesliga,DF,23.0,4,2,2.5,0,0,0,0
Jan Bednarek,Premier League,DF,24.0,18,18,17.0,1,1,1,0
Donny van de Beek,Premier League,"MF,FW",23.0,10,2,2.9,1,0,0,0
Valon Behrami,Serie A,MF,35.0,12,4,4.5,0,0,0,0
Brian Behrendt,Bundesliga,DF,29.0,3,0,0.9,0,0,0,0
Maximilian Beier,Bundesliga,"FW,DF",18.0,2,0,0.0,0,0,0,0
Ishak Belfodil,Bundesliga,FW,29.0,11,6,5.2,0,1,0,0
Haris Belkebla,Ligue 1,MF,26.0,19,19,17.2,0,0,3,0
Stefan Bell,Bundesliga,DF,29.0,2,2,1.8,0,0,0,0
Karim Bellarabi,Bundesliga,"MF,FW",30.0,12,3,4.2,0,0,1,0
Jean-Ricner Bellegarde,Ligue 1,"MF,FW",22.0,18,17,13.9,0,0,2,0
Héctor Bellerín,Premier League,DF,25.0,16,16,15.2,0,2,6,0
Jude Bellingham,Bundesliga,MF,17.0,13,8,7.4,0,2,0,0
Andrea Belotti,Serie A,FW,27.0,17,17,16.8,9,4,2,0
Fran Beltrán,La Liga,"MF,FW",21.0,14,6,6.5,2,0,3,0
Hatem Ben Arfa,Ligue 1,"MF,FW",33.0,11,11,10.3,2,4,0,0
Salim Ben Seghir,Ligue 1,DF,17.0,1,0,0.1,0,0,0,0
Wissam Ben Yedder,Ligue 1,FW,30.0,19,18,15.5,9,4,2,0
Ahmad Benali,Serie A,MF,28.0,5,5,4.4,0,0,1,0
Samy Benchama,Ligue 1,MF,20.0,1,0,0.0,0,0,0,0
Lars Bender,Bundesliga,DF,31.0,12,11,9.9,0,2,2,0
Sven Bender,Bundesliga,DF,31.0,8,8,6.9,0,0,1,0
Darío Benedetto,Ligue 1,FW,30.0,17,15,13.1,4,3,3,1
László Bénes,Bundesliga,MF,23.0,7,1,1.7,0,1,0,0
Walter Benítez,Ligue 1,GK,27.0,19,19,19.0,0,0,1,0
Loris Benito,Ligue 1,DF,29.0,16,15,14.7,0,0,3,0
Sergio Benito,La Liga,FW,21.0,1,0,0.0,0,0,0,0
Bilal Benkhedim,Ligue 1,FW,19.0,3,1,0.8,0,0,0,0
Djamel Benlamri,Ligue 1,DF,31.0,3,0,0.6,0,0,0,0
Ismaël Bennacer,Serie A,MF,23.0,9,7,7.1,0,1,1,0
Saïd Benrahma,Premier League,"MF,FW",25.0,11,5,5.8,0,2,0,0
Yassine Benrahou,Ligue 1,MF,21.0,10,6,5.1,0,0,2,0
Ramy Bensebaini,Bundesliga,DF,25.0,10,7,7.4,0,0,3,0
Josh Benson,Premier League,MF,21.0,5,2,2.8,0,0,0,0
Nabil Bentaleb,Bundesliga,MF,26.0,7,5,5.0,0,0,1,0
Rodrigo Bentancur,Serie A,MF,23.0,16,12,11.8,0,2,4,0
Christian Benteke,Premier League,FW,30.0,13,7,6.9,3,0,2,1
Karim Benzema,La Liga,FW,33.0,16,16,15.8,8,5,0,0
Domenico Berardi,Serie A,"FW,MF",26.0,15,15,14.1,7,4,4,0
Yuri Berchiche,La Liga,DF,30.0,16,15,13.0,0,3,3,0
Álex Berenguer,Serie A,MF,25.0,2,2,1.5,0,0,0,0
Álex Berenguer,La Liga,"FW,MF",25.0,15,12,11.0,2,2,2,0
Bartosz Bereszyński,Serie A,DF,28.0,13,12,11.5,0,0,2,0
Jóhann Berg Guðmundsson,Premier League,MF,30.0,6,5,4.2,0,0,0,0
Sander Berge,Premier League,MF,22.0,13,12,11.3,1,1,4,0
Steven Bergwijn,Premier League,"FW,MF",23.0,12,8,8.5,0,1,1,0
Valon Berisha,Ligue 1,MF,27.0,16,12,13.3,0,2,2,0
Bernard,Premier League,"FW,MF",28.0,6,2,3.0,1,0,2,0
Federico Bernardeschi,Serie A,"MF,DF",26.0,13,2,3.8,0,1,0,0
Bernardo,Premier League,"DF,MF",25.0,3,2,2.3,0,0,0,0
Paul Bernardoni,Ligue 1,GK,23.0,20,20,20.0,0,0,1,0
Juan Bernat,Ligue 1,DF,27.0,3,2,2.2,0,0,2,0
Dimitry Bertaud,Ligue 1,GK,22.0,3,2,2.5,0,0,0,0
Ryan Bertrand,Premier League,DF,31.0,17,17,16.9,0,0,5,0
Daniel Bessa,Serie A,DF,28.0,1,0,0.0,0,0,0,0
Bartosz Bialek,Bundesliga,"FW,MF",19.0,8,1,1.8,2,0,0,0
Giulian Biancone,Ligue 1,"DF,MF",20.0,2,1,1.0,0,0,1,0
Ermin Bičakčić,Bundesliga,DF,30.0,2,2,1.4,1,0,1,0
Pedro Bigas,La Liga,DF,30.0,14,13,12.1,0,0,1,0
El Bilal Touré,Ligue 1,"FW,MF",19.0,18,8,8.7,2,1,3,0
Cristiano Biraghi,Serie A,DF,28.0,17,16,16.0,1,4,6,0
Davide Biraschi,Serie A,DF,26.0,5,5,4.5,0,0,0,0
Yves Bissouma,Premier League,MF,24.0,17,16,15.6,1,0,5,1
Leonardo Bittencourt,Bundesliga,"FW,MF",27.0,14,11,9.5,3,0,1,0
Alejandro Blanco,La Liga,MF,22.0,6,2,2.8,0,0,1,0
Rubén Blanco,La Liga,GK,25.0,11,11,11.0,0,0,0,0
Ludovic Blas,Ligue 1,"MF,FW",23.0,18,15,14.4,5,0,3,0
Jérôme Boateng,Bundesliga,DF,32.0,14,14,12.7,0,1,3,0
Antonin Bobichon,Ligue 1,"FW,MF",25.0,12,4,4.0,0,1,0,0
Yann Bodiger,La Liga,MF,25.0,9,2,2.8,0,0,0,0
Jean-Paul Boëtius,Bundesliga,"MF,FW",26.0,16,15,13.9,0,2,3,0
Sacha Boey,Ligue 1,DF,20.0,12,10,10.2,0,0,1,0
Sacha Boey,Ligue 1,DF,20.0,2,2,1.4,0,0,0,1
Jeremie Boga,Serie A,"FW,MF",24.0,13,9,9.2,2,2,0,0
Melayro Bogarde,Bundesliga,"DF,MF",18.0,5,2,2.9,0,0,1,0
Jayden Bogle,Premier League,"DF,MF",20.0,4,3,3.4,1,0,1,0
Quentin Boisgard,Ligue 1,"MF,FW",23.0,14,12,9.9,1,2,3,0
Willy Boly,Premier League,DF,29.0,13,13,13.0,1,1,1,0
Giacomo Bonaventura,Serie A,MF,31.0,17,11,10.9,0,1,3,0
Federico Bonazzoli,Serie A,FW,23.0,11,2,3.4,1,2,2,0
Federico Bonazzoli,Serie A,FW,23.0,2,2,1.5,0,1,0,0
Kevin Bonifazi,Serie A,DF,24.0,10,8,7.9,0,0,0,0
Leonardo Bonucci,Serie A,DF,33.0,15,15,14.4,2,0,3,0
Dennis Borkowski,Bundesliga,MF,18.0,2,0,0.1,0,0,0,0
Sebastiaan Bornauw,Bundesliga,DF,21.0,15,15,15.0,0,1,2,0
Sven Botman,Ligue 1,DF,21.0,20,20,20.0,0,0,1,0
Denis Bouanga,Ligue 1,"FW,MF",26.0,19,16,15.5,3,2,2,0
Hicham Boudaoui,Ligue 1,"MF,FW",21.0,11,9,7.7,1,1,5,0
Ryad Boudebouz,Ligue 1,"MF,FW",30.0,10,6,6.0,0,1,2,0
Sofiane Boufal,Ligue 1,"FW,MF",27.0,5,4,3.1,1,0,1,0
Nassim Boujellab,Bundesliga,"MF,FW",21.0,6,5,4.4,1,0,1,0
Farid Boulaya,Ligue 1,"MF,FW",27.0,16,16,15.6,3,3,2,0
Yassine Bounou,La Liga,GK,29.0,15,15,15.0,0,0,1,0
Ismaëlben Boura,Ligue 1,DF,20.0,12,6,5.8,0,0,1,0
Mehdi Bourabia,Serie A,MF,29.0,12,4,5.2,1,0,2,0
Benjamin Bourigeaud,Ligue 1,MF,27.0,20,15,15.0,4,3,6,0
Jarrod Bowen,Premier League,"FW,MF",24.0,19,18,16.2,5,2,0,0
Dedryck Boyata,Bundesliga,DF,30.0,13,13,12.8,0,0,1,0
John Boye,Ligue 1,DF,33.0,18,18,17.9,1,0,2,1
Lucas Boyé,La Liga,FW,24.0,14,12,10.8,3,1,4,1
Can Bozdogan,Bundesliga,MF,19.0,9,2,4.5,0,0,0,0
Umut Bozok,Ligue 1,"FW,MF",24.0,5,0,0.7,0,0,0,0
Domagoj Bradarić,Ligue 1,DF,21.0,16,12,11.8,0,1,4,0
Robbie Brady,Premier League,MF,29.0,12,9,8.5,1,1,2,0
Martin Braithwaite,La Liga,FW,29.0,15,8,8.6,2,0,1,0
Julian Brandt,Bundesliga,"FW,MF",24.0,16,8,8.6,1,1,0,0
Darko Brašanac,La Liga,"MF,FW",28.0,5,2,2.2,1,0,1,0
Lilian Brassier,Ligue 1,DF,21.0,1,1,1.0,0,0,1,0
Alvaro Bravo Jiménez,La Liga,MF,22.0,1,0,0.2,0,0,0,0
Claudio Bravo,La Liga,GK,37.0,9,9,9.0,0,0,0,0
Josip Brekalo,Bundesliga,FW,22.0,16,15,12.9,2,1,1,0
Gleison Bremer,Serie A,DF,23.0,15,15,15.0,2,0,0,0
Joshua Brenet,Bundesliga,DF,26.0,1,0,0.0,0,0,0,0
Rhian Brewster,Premier League,FW,20.0,15,6,7.3,0,0,0,0
Anthony Briançon,Ligue 1,DF,26.0,10,9,9.0,0,0,3,0
Jimmy Briand,Ligue 1,FW,35.0,17,1,5.1,1,2,2,0
Yan Brice Eteki,La Liga,MF,23.0,11,5,5.4,0,0,0,0
Dylan Bronn,Ligue 1,DF,25.0,20,20,20.0,1,0,1,0
John Brooks,Bundesliga,DF,27.0,16,15,15.2,1,0,3,0
Daniel Brosinski,Bundesliga,DF,32.0,12,12,11.2,1,1,0,0
Josh Brownhill,Premier League,MF,25.0,16,16,16.0,0,0,1,0
Marcelo Brozović,Serie A,MF,28.0,16,13,12.9,1,6,4,0
Gastón Brugman,Serie A,MF,28.0,11,8,6.9,0,1,3,0
Juan Brunetta,Serie A,"FW,MF",23.0,6,1,2.3,0,1,1,0
Cédric Brunner,Bundesliga,DF,26.0,14,13,13.1,0,0,3,0
Jacob Bruun Larsen,Bundesliga,FW,22.0,2,1,1.0,0,0,0,0
Bryan,La Liga,FW,19.0,1,0,0.1,0,0,0,0
Bryan,La Liga,"MF,FW",19.0,11,10,10.1,2,0,2,0
Joe Bryan,Premier League,"DF,FW",27.0,9,4,3.9,0,0,1,0
Kean Bryan,Premier League,DF,24.0,3,2,2.0,0,0,0,0
Lucas Buadés,Ligue 1,FW,23.0,1,0,0.0,0,0,0,0
Ante Budimir,La Liga,FW,29.0,12,7,6.7,2,0,2,0
Gianluigi Buffon,Serie A,GK,42.0,4,4,4.0,0,0,0,0
Marius Bülter,Bundesliga,"FW,MF",27.0,13,5,5.9,1,0,1,0
Alessandro Buongiorno,Serie A,DF,21.0,3,3,2.3,0,0,2,0
Esteban Burgos,La Liga,DF,29.0,11,10,9.9,3,1,5,0
Jonathan Burkardt,Bundesliga,"FW,DF",20.0,15,9,8.7,1,0,0,0
Oliver Burke,Premier League,FW,23.0,12,9,8.2,0,1,2,0
Roman Bürki,Bundesliga,GK,30.0,15,15,15.0,0,0,0,0
Dan Burn,Premier League,DF,28.0,12,10,10.1,0,0,3,0
Patrick Burner,Ligue 1,DF,24.0,1,0,0.0,0,0,0,0
Patrick Burner,Ligue 1,DF,24.0,10,9,9.2,0,0,0,0
Maxime Busi,Serie A,DF,21.0,10,6,6.1,0,0,3,0
Sergio Busquets,La Liga,MF,32.0,17,14,12.6,0,0,4,0
David Button,Premier League,GK,31.0,1,1,1.0,0,0,0,0
Oskar Buur,Premier League,DF,22.0,1,0,0.2,0,0,0,0
Marcin Bułka,Ligue 1,GK,21.0,1,1,1.0,0,0,0,0
