Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards
Djavan Anderson,Serie A,"DF,MF",24.0,6,2,1.9,0,0,1,0
Felipe Anderson,Premier League,"MF,FW",26.0,25,20,16.6,1,4,1,0
Sebastian Andersson,Bundesliga,FW,28.0,33,31,29.8,12,1,5,0
Florin Andone,Premier League,"MF,FW",26.0,3,1,0.8,1,0,0,1
Benjamin André,Ligue 1,MF,28.0,26,23,22.8,2,1,6,0
Lorenzo Andrenacci,Serie A,GK,24.0,6,5,5.9,0,0,0,0
Robert Andrich,Bundesliga,MF,24.0,30,30,28.6,1,2,13,1
Victorien Angban,Ligue 1,MF,22.0,20,11,11.4,0,0,0,0
Miguel Ángel Guerrero,La Liga,FW,29.0,13,9,8.8,1,0,0,0
Miguel Ángel Moyá,La Liga,GK,35.0,13,13,13.0,0,0,0,0
José Ángel,La Liga,DF,29.0,28,27,26.2,1,1,4,0
Angeliño,Bundesliga,DF,22.0,13,12,12.2,1,2,2,0
Angeliño,Premier League,DF,22.0,6,4,4.7,0,0,1,0
Faustino Anjorin,Premier League,FW,17.0,1,0,0.2,0,0,0,0
Peter Ankersen,Serie A,DF,28.0,19,11,11.8,0,1,2,0
Cristian Ansaldi,Serie A,"DF,MF",32.0,27,21,19.6,4,4,9,0
Janis Antiste,Ligue 1,MF,16.0,1,0,0.1,0,0,0,0
Michail Antonio,Premier League,FW,29.0,24,19,19.6,10,3,3,0
Antoñito,La Liga,"DF,MF",31.0,15,11,11.4,0,0,1,0
Mirko Antonucci,Serie A,"FW,MF",20.0,2,0,0.9,0,0,1,0
Vitorino Antunes,La Liga,MF,32.0,1,0,0.1,0,0,0,0
Christopher Antwi-Adjei,Bundesliga,"MF,FW",25.0,34,28,27.4,1,2,2,0
Anuar,La Liga,"MF,FW",24.0,11,1,2.1,0,0,1,0
Houssem Aouar,Ligue 1,MF,21.0,25,23,21.7,3,4,3,0
Adil Aouchiche,Ligue 1,MF,17.0,1,1,0.7,0,0,0,0
Dennis Appiah,Ligue 1,DF,27.0,19,18,17.8,0,0,2,0
Mauro Arambarri,La Liga,MF,23.0,35,34,34.1,1,1,11,1
Guilherme Arana,Serie A,DF,22.0,4,0,0.9,0,0,0,0
Charles Aránguiz,Bundesliga,MF,30.0,27,23,23.5,1,3,2,0
Luiz Araújo,Ligue 1,"FW,MF",23.0,21,7,9.2,2,1,1,0
Néstor Araujo,La Liga,DF,27.0,34,32,32.1,1,2,10,0
Ronald Araújo,La Liga,DF,20.0,6,2,2.6,0,0,0,1
Anaitz Arbilla,La Liga,DF,32.0,24,22,22.3,1,0,5,0
Alphonse Areola,La Liga,GK,26.0,4,4,4.0,0,0,1,0
Alphonse Areola,Ligue 1,GK,26.0,3,3,3.0,0,0,0,0
Santiago Arias,La Liga,DF,27.0,14,11,12.0,0,1,1,0
Nicolò Armini,Serie A,DF,18.0,1,0,0.0,0,0,0,0
Stuart Armstrong,Premier League,MF,27.0,30,19,19.1,5,3,4,0
José Arnaiz,La Liga,"FW,MF",24.0,14,8,8.8,2,1,2,0
José Arnaiz,La Liga,"MF,FW",24.0,12,2,3.7,0,0,2,0
Maximilian Arnold,Bundesliga,MF,25.0,33,32,31.3,4,8,8,0
Kepa Arrizabalaga,Premier League,GK,24.0,33,33,33.0,0,0,0,0
Kwadwo Asamoah,Serie A,DF,30.0,8,7,7.1,0,1,1,0
Santiago Ascacíbar,Bundesliga,MF,22.0,8,7,7.0,0,1,2,0
Sergio Asenjo,La Liga,GK,30.0,34,34,34.0,0,0,2,0
Marco Asensio,La Liga,FW,23.0,9,3,3.7,3,1,0,0
Kristoffer Askildsen,Serie A,MF,18.0,4,0,0.8,1,0,2,1
Iago Aspas,La Liga,FW,31.0,37,37,36.2,14,3,9,0
Roger Assalé,La Liga,"FW,MF",25.0,14,2,5.9,2,1,1,0
Christian Atsu,Premier League,"FW,MF",27.0,19,6,8.3,0,3,2,0
Youcef Attal,Ligue 1,"FW,DF",23.0,13,12,11.1,1,1,5,0
Pierre-Emerick Aubameyang,Premier League,FW,30.0,36,35,34.8,22,3,3,1
Emil Audero,Serie A,GK,22.0,36,36,36.0,0,0,1,0
Tommaso Augello,Serie A,DF,24.0,17,12,12.6,0,2,2,0
Jean-Kévin Augustin,Ligue 1,FW,22.0,10,2,3.0,0,0,0,0
Ludwig Augustinsson,Bundesliga,DF,25.0,12,10,10.3,0,1,2,0
Serge Aurier,Premier League,DF,26.0,33,31,30.0,1,5,4,1
Mathias Autret,Ligue 1,"MF,FW",28.0,23,14,13.6,2,3,3,0
Ezequiel Ávila,La Liga,FW,25.0,20,18,17.7,9,2,6,0
Javier Avilés,La Liga,"MF,FW",21.0,9,1,2.0,1,1,1,0
Chidozie Awaziem,La Liga,DF,22.0,26,21,22.2,0,0,10,0
Taiwo Awoniyi,Bundesliga,FW,21.0,12,5,5.4,1,0,1,0
Florian Ayé,Serie A,"FW,MF",22.0,22,15,15.3,0,0,4,1
Jordan Ayew,Premier League,"FW,MF",27.0,37,37,35.0,9,2,6,0
Kaan Ayhan,Bundesliga,DF,24.0,31,31,30.3,2,3,10,0
Ramon Azeez,La Liga,MF,26.0,25,14,15.1,2,0,3,0
César Azpilicueta,Premier League,DF,29.0,36,36,35.9,2,6,1,0
Ludovic Baal,Ligue 1,DF,33.0,11,9,9.2,0,0,1,0
Iddrisu Baba,La Liga,MF,23.0,36,35,32.3,0,0,6,0
Khouma Babacar,Serie A,FW,26.0,25,17,15.8,3,0,4,0
Carlos Bacca,La Liga,"FW,MF",32.0,19,7,7.6,2,1,1,0
Milan Badelj,Serie A,MF,30.0,22,20,17.6,1,0,3,1
Matthias Bader,Bundesliga,DF,22.0,1,0,0.1,0,0,0,0
Bastian Badu,Ligue 1,FW,19.0,1,0,0.1,0,0,0,0
Alejandro Baena,La Liga,MF,18.0,1,0,0.2,0,0,0,0
Stéphane Bahoken,Ligue 1,FW,27.0,20,10,10.1,4,0,3,0
Daniel Baier,Bundesliga,MF,35.0,23,22,21.6,1,0,6,0
Leon Bailey,Bundesliga,"FW,MF",21.0,22,12,12.1,5,3,0,2
Eric Bailly,Premier League,DF,25.0,4,1,1.7,0,0,0,0
Dénys Bain,Ligue 1,DF,26.0,15,13,14.1,1,0,3,1
Leighton Baines,Premier League,DF,34.0,8,4,4.5,0,0,0,0
Stefan Bajic,Ligue 1,GK,17.0,1,1,1.0,0,0,0,0
Tiemoué Bakayoko,Ligue 1,MF,24.0,20,20,19.1,1,2,4,1
Lewis Baker,Bundesliga,MF,24.0,8,7,6.1,0,0,1,0
Mitchel Bakker,Ligue 1,DF,19.0,1,1,1.0,0,0,1,0
Ridle Baku,Bundesliga,"DF,MF",21.0,30,26,26.1,1,3,5,1
Fabián Balbuena,Premier League,DF,27.0,17,13,13.1,1,0,2,0
Keita Baldé,Ligue 1,"FW,MF",24.0,21,9,9.5,4,1,4,0
George Baldock,Premier League,DF,26.0,38,38,38.0,2,3,7,0
Gareth Bale,La Liga,"FW,MF",30.0,16,12,12.1,2,2,4,1
Mikel Balenziaga,La Liga,DF,31.0,9,6,6.3,0,0,1,0
Leonardo Balerdi,Bundesliga,"DF,MF",20.0,7,1,1.5,0,0,1,0
Marco Ballarini,Serie A,MF,18.0,1,0,0.0,0,0,0,0
Fodé Ballo-Touré,Ligue 1,DF,22.0,21,18,18.7,0,0,4,0
Florent Balmont,Ligue 1,MF,39.0,11,4,4.5,0,0,1,0
Mario Balotelli,Serie A,FW,28.0,19,16,15.6,5,0,6,1
Abdoulaye Bamba,Ligue 1,DF,29.0,7,6,6.2,0,0,2,0
Jonathan Bamba,Ligue 1,"FW,MF",23.0,26,22,21.5,1,4,1,0
Éver Banega,La Liga,MF,31.0,33,28,27.5,3,7,10,0
Mattia Bani,Serie A,DF,25.0,27,26,24.5,4,0,13,1
Antonín Barák,Serie A,MF,24.0,8,1,2.2,0,0,1,0
Antonín Barák,Serie A,MF,24.0,16,15,15.2,2,1,0,0
Federico Barba,La Liga,DF,25.0,5,5,5.0,0,0,3,0
Danilo Barbosa,Ligue 1,"DF,MF",23.0,16,12,12.5,0,0,4,0
Melvin Bard,Ligue 1,DF,18.0,1,0,0.5,0,0,0,0
Enis Bardhi,La Liga,MF,24.0,30,23,23.5,7,2,5,0
Phil Bardsley,Premier League,DF,34.0,21,21,21.0,0,1,6,0
Nicolò Barella,Serie A,MF,22.0,27,23,22.4,1,4,11,0
Philipp Bargfrede,Bundesliga,MF,30.0,15,6,6.5,0,0,3,1
Antonino Barillà,Serie A,MF,31.0,26,20,18.8,1,2,6,0
Kike Barja,La Liga,"MF,FW",22.0,8,4,3.5,0,1,0,0
Ross Barkley,Premier League,MF,25.0,21,13,12.3,1,4,0,0
Aymen Barkok,Bundesliga,"FW,MF",21.0,3,1,0.9,0,0,0,0
Ashley Barnes,Premier League,FW,29.0,19,17,15.0,6,0,4,0
Harvey Barnes,Premier League,"MF,FW",21.0,36,24,23.1,6,8,0,0
Antonio Barragán,La Liga,DF,32.0,12,7,7.1,0,1,3,0
Antonio Barreca,Serie A,"DF,MF",24.0,18,11,12.2,0,1,0,0
Leandro Barreiro Martins,Bundesliga,MF,19.0,18,11,10.4,0,2,4,0
Ander Barrenetxea,La Liga,"FW,MF",17.0,17,3,4.9,0,0,1,0
Édgar Barreto,Serie A,MF,35.0,2,1,1.0,0,0,0,0
Musa Barrow,Serie A,FW,20.0,18,14,15.0,9,2,1,0
Musa Barrow,Serie A,"FW,MF",20.0,7,1,2.1,0,2,0,0
Fin Bartels,Bundesliga,"FW,MF",32.0,14,1,3.8,0,0,2,0
Marc Bartra,La Liga,"DF,MF",28.0,30,29,28.0,3,1,8,0
Daniele Baselli,Serie A,MF,27.0,16,16,14.2,0,2,3,0
Chris Basham,Premier League,DF,31.0,38,38,36.0,0,1,4,0
Toma Bašić,Ligue 1,MF,22.0,15,11,11.0,1,3,4,0
Thomas Basila,Ligue 1,DF,20.0,7,3,4.6,0,0,1,0
Gil Bastião Dias,La Liga,"DF,MF",22.0,12,3,4.0,0,1,1,0
Gil Bastião Dias,Ligue 1,"DF,MF",22.0,14,12,11.7,0,0,3,0
Borja Bastón,Premier League,"MF,FW",26.0,2,0,0.2,0,0,0,0
Alessandro Bastoni,Serie A,DF,20.0,25,21,21.3,2,0,9,1
Bastos,Serie A,DF,28.0,16,6,8.5,1,0,4,0
Oliver Batista-Meier,Bundesliga,FW,18.0,1,0,0.1,0,0,0,0
Michy Batshuayi,Premier League,FW,25.0,16,1,2.7,1,1,0,0
Cristian Battocchio,Ligue 1,MF,27.0,24,16,15.5,3,1,1,0
Oliver Baumann,Bundesliga,GK,29.0,30,30,30.0,0,0,1,0
Julian Baumgartlinger,Bundesliga,MF,31.0,27,20,19.9,2,2,4,0
Christoph Baumgartner,Bundesliga,"MF,FW",19.0,26,17,16.6,7,2,3,0
Noah Joel Sarenren Bazee,Bundesliga,FW,22.0,10,4,4.2,1,0,1,0
Ihlas Bebou,Bundesliga,"FW,MF",25.0,32,20,23.4,6,1,1,0
Rodrigo Becão,Serie A,DF,23.0,29,24,24.6,1,1,8,0
Sheraldo Becker,Bundesliga,"MF,FW",24.0,13,5,6.0,0,2,1,0
Timo Becker,Bundesliga,"DF,MF",22.0,10,4,3.7,0,0,0,0
Jan Bednarek,Premier League,DF,23.0,34,34,34.0,1,1,4,0
Asmir Begović,Serie A,GK,32.0,2,1,1.4,0,0,0,0
Valon Behrami,Serie A,MF,34.0,17,13,12.3,0,0,4,1
Maximilian Beier,Bundesliga,FW,16.0,6,0,1.2,0,0,1,0
Gaëtan Belaud,Ligue 1,DF,32.0,7,6,6.4,0,0,0,0
Ishak Belfodil,Bundesliga,"FW,MF",27.0,5,3,3.0,0,0,0,0
Haris Belkebla,Ligue 1,MF,25.0,23,20,20.2,0,0,4,0
Raoul Bellanova,Ligue 1,DF,19.0,1,1,0.7,0,0,0,0
Raoul Bellanova,Serie A,DF,19.0,1,0,0.2,0,0,0,0
Karim Bellarabi,Bundesliga,"FW,DF",29.0,26,17,15.8,4,6,2,0
Jean-Ricner Bellegarde,Ligue 1,MF,21.0,24,16,16.6,0,0,2,0
Héctor Bellerín,Premier League,DF,24.0,15,13,12.9,1,0,2,0
Andrea Belotti,Serie A,FW,25.0,36,34,33.4,16,3,4,0
Fran Beltrán,La Liga,MF,20.0,28,22,20.3,1,0,2,1
Sami Ben Amar,Ligue 1,FW,21.0,2,0,0.2,0,0,0,0
Hatem Ben Arfa,La Liga,"MF,FW",32.0,5,2,1.8,0,0,1,0
Wissam Ben Yedder,Ligue 1,FW,28.0,26,25,24.0,18,4,1,0
Marco Benassi,Serie A,MF,24.0,18,10,10.9,1,1,1,0
Cristian Benavente,Ligue 1,"MF,FW",25.0,12,4,3.9,0,1,0,0
Lars Bender,Bundesliga,"DF,MF",30.0,18,16,15.3,2,1,3,0
Sven Bender,Bundesliga,DF,30.0,33,33,30.3,2,1,3,0
Darío Benedetto,Ligue 1,FW,29.0,26,25,23.3,11,0,4,0
László Bénes,Bundesliga,MF,21.0,22,10,10.0,0,4,3,0
Walter Benítez,Ligue 1,GK,26.0,26,26,26.0,0,0,0,0
Loris Benito,Ligue 1,DF,27.0,23,21,21.1,1,0,5,0
Bilal Benkhedim,Ligue 1,"MF,FW",18.0,3,1,1.5,0,0,0,0
Ismaël Bennacer,Serie A,MF,21.0,31,28,27.6,1,0,14,0
Ryan Bennett,Premier League,DF,29.0,11,7,6.7,0,0,2,0
Ryan Bennett,Premier League,DF,29.0,5,3,3.7,0,0,0,0
Keanen Bennetts,Bundesliga,MF,20.0,1,0,0.0,0,0,0,0
Yassine Benrahou,Ligue 1,"FW,MF",20.0,6,1,1.9,0,2,0,0
Yassine Benrahou,Ligue 1,"MF,FW",20.0,9,9,8.5,2,3,1,0
Ramy Bensebaini,Bundesliga,DF,24.0,19,16,16.1,5,3,8,1
Nabil Bentaleb,Premier League,MF,24.0,12,8,8.3,0,0,2,0
Rodrigo Bentancur,Serie A,MF,22.0,30,25,24.4,0,7,9,0
Christian Benteke,Premier League,FW,28.0,24,13,14.0,2,1,4,1
Romario Benzar,Serie A,DF,27.0,3,1,1.1,0,0,0,0
Karim Benzema,La Liga,FW,31.0,37,36,34.9,21,8,0,0
Yassine Benzia,Ligue 1,MF,24.0,3,2,1.9,0,0,0,0
Domenico Berardi,Serie A,FW,24.0,31,29,27.7,14,10,6,1
Yuri Berchiche,La Liga,DF,29.0,33,32,31.7,2,1,7,0
Álex Berenguer,Serie A,"MF,FW",24.0,29,21,20.3,6,2,4,0
Bartosz Bereszyński,Serie A,DF,27.0,28,27,26.7,0,0,10,0
Jóhann Berg Guðmundsson,Premier League,MF,28.0,12,6,6.9,1,1,0,0
Markel Bergara,La Liga,MF,33.0,2,0,0.8,0,0,2,0
Sander Berge,Premier League,MF,21.0,14,12,10.5,1,1,0,0
Steven Bergwijn,Premier League,"FW,MF",21.0,14,8,7.8,3,1,2,0
Robert Berić,Ligue 1,"FW,MF",28.0,11,4,4.6,1,0,0,0
Etrit Berisha,Serie A,GK,30.0,26,26,26.0,0,0,2,0
Valon Berisha,Serie A,"MF,FW",26.0,3,0,0.4,0,0,0,0
Valon Berisha,Bundesliga,"MF,FW",26.0,13,12,10.5,0,1,1,0
Sergio Bermejo,La Liga,FW,21.0,1,0,0.1,0,0,0,0
Bernard,Premier League,"MF,FW",26.0,27,15,14.2,3,2,2,0
Federico Bernardeschi,Serie A,"MF,FW",25.0,29,19,17.5,1,1,6,0
Bernardo,Premier League,DF,24.0,14,7,7.5,0,0,1,0
Paul Bernardoni,Ligue 1,GK,22.0,25,25,24.5,0,0,0,0
Juan Bernat,Ligue 1,"DF,MF",26.0,18,16,15.4,0,4,5,0
Dimitry Bertaud,Ligue 1,GK,21.0,3,3,2.2,0,0,0,1
Andrea Bertolacci,Serie A,MF,28.0,12,8,5.9,0,0,3,0
Ryan Bertrand,Premier League,DF,29.0,32,31,30.5,1,1,3,1
Muhamed Bešić,Premier League,MF,26.0,9,2,2.8,0,0,2,0
Louis Beyer,Bundesliga,DF,19.0,3,0,1.2,0,0,1,0
Ermin Bičakčić,Bundesliga,DF,29.0,21,13,13.1,2,0,0,0
Pedro Bigas,La Liga,DF,28.0,23,21,19.7,3,0,2,0
Lucas Biglia,Serie A,MF,33.0,14,8,7.6,0,1,4,0
El Bilal Touré,Ligue 1,FW,17.0,7,6,5.0,3,0,2,0
Philip Billing,Premier League,MF,23.0,34,29,28.1,1,1,8,0
Cristiano Biraghi,Serie A,"DF,MF",26.0,26,18,17.5,2,6,3,0
Davide Biraschi,Serie A,DF,25.0,24,22,21.9,0,1,3,1
Valter Birsa,Serie A,MF,32.0,13,4,4.8,0,0,1,0
Dimitri Bisoli,Serie A,MF,25.0,25,24,23.9,1,1,6,0
Yves Bissouma,Premier League,MF,22.0,22,15,14.0,1,0,4,0
Leonardo Bittencourt,Bundesliga,FW,25.0,1,0,0.0,0,0,1,0
Leonardo Bittencourt,Bundesliga,"FW,MF",25.0,28,23,21.0,4,2,6,0
Birkir Bjarnason,Serie A,"MF,FW",31.0,13,9,8.9,0,1,1,0
Rubén Blanco,La Liga,GK,24.0,33,33,32.9,0,0,4,0
Ludovic Blas,Ligue 1,"FW,MF",21.0,24,22,20.5,5,1,0,0
Pablo de Blasis,La Liga,"DF,MF",31.0,30,15,17.8,2,3,1,0
Alejandro Blesa,La Liga,MF,17.0,1,0,0.0,0,0,0,0
Alexis Blin,Ligue 1,MF,22.0,24,21,20.5,0,1,4,0
Jérôme Boateng,Bundesliga,DF,30.0,24,23,20.0,0,2,5,1
Kevin-Prince Boateng,Serie A,FW,32.0,14,6,6.7,1,0,2,0
Antonin Bobichon,Ligue 1,MF,23.0,2,2,2.0,0,0,0,0
Antonin Bobichon,Ligue 1,MF,23.0,11,8,7.2,2,1,0,0
Salvatore Bocchetti,Serie A,DF,32.0,5,3,3.4,0,0,2,0
Mathieu Bodmer,Ligue 1,MF,36.0,9,0,1.0,1,0,1,0
Adam Bodzek,Bundesliga,MF,33.0,28,22,22.4,0,0,10,0
Jean-Paul Boëtius,Bundesliga,MF,25.0,28,26,25.2,4,5,5,0
Sacha Boey,Ligue 1,DF,18.0,5,1,1.9,0,0,1,0
Jeremie Boga,Serie A,FW,22.0,34,28,27.9,11,2,0,0
Melayro Bogarde,Bundesliga,DF,17.0,2,1,0.6,0,0,1,0
Quentin Boisgard,Ligue 1,"MF,FW",22.0,20,13,12.7,1,1,1,0
Willy Boly,Premier League,DF,28.0,22,22,22.0,0,1,3,1
Giacomo Bonaventura,Serie A,"MF,FW",29.0,29,13,14.9,3,5,2,0
Federico Bonazzoli,Serie A,"FW,MF",22.0,19,7,8.3,6,0,1,0
Gaëtan Bong,Premier League,"MF,DF",31.0,4,0,0.7,0,0,0,0
Kevin Bonifazi,Serie A,DF,23.0,3,3,2.7,1,0,0,0
Kevin Bonifazi,Serie A,DF,23.0,14,13,13.2,1,0,2,1
Federico Bonini,Serie A,DF,17.0,1,0,0.1,0,0,0,0
Leonardo Bonucci,Serie A,DF,32.0,35,35,34.2,3,0,10,0
Fabio Borini,Serie A,"FW,MF",28.0,14,9,9.0,3,0,1,1
Fabio Borini,Serie A,"MF,FW",28.0,2,1,0.8,0,0,1,0
Dennis Borkowski,Bundesliga,FW,17.0,1,0,0.1,0,0,0,0
Robin Bormuth,Bundesliga,DF,23.0,3,2,2.0,0,0,0,0
Sebastiaan Bornauw,Bundesliga,DF,20.0,28,28,27.2,6,0,5,1
Brandon Borrello,Bundesliga,"MF,FW",24.0,7,4,3.3,0,0,0,0
Gabriel Boschilia,Ligue 1,"MF,FW",23.0,5,1,1.4,0,0,0,0
Denis Bouanga,Ligue 1,"FW,DF",24.0,26,23,22.7,10,3,4,0
Hicham Boudaoui,Ligue 1,"MF,FW",19.0,9,6,5.4,1,2,2,1
Ryad Boudebouz,Ligue 1,"MF,FW",29.0,24,20,17.7,1,4,0,0
Sofiane Boufal,Premier League,"MF,FW",25.0,20,8,8.5,0,2,2,0
Nassim Boujellab,Bundesliga,"MF,FW",20.0,11,3,4.7,0,0,2,0
Farid Boulaya,Ligue 1,FW,26.0,19,8,9.1,2,1,1,1
Yassine Bounou,La Liga,GK,28.0,6,5,5.5,0,1,1,0
Mehdi Bourabia,Serie A,MF,27.0,17,10,10.3,1,2,7,1
Benjamin Bourigeaud,Ligue 1,MF,25.0,25,21,21.1,2,2,5,0
Bilal Boutobba,Ligue 1,"MF,DF",20.0,1,0,0.1,0,0,0,0
Jarrod Bowen,Premier League,FW,22.0,13,11,10.2,1,4,0,0
Dedryck Boyata,Bundesliga,DF,28.0,28,28,27.1,4,1,8,1
John Boye,Ligue 1,DF,32.0,24,24,23.5,2,0,6,0
Can Bozdogan,Bundesliga,MF,18.0,3,3,2.6,0,0,2,1
Domagoj Bradarić,Ligue 1,DF,19.0,18,16,15.8,0,1,1,0
Filip Bradarić,La Liga,MF,27.0,14,7,7.8,0,0,2,1
Robbie Brady,Premier League,MF,27.0,17,5,5.0,1,2,1,0
