Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards
Robbie Brady,Premier League,"MF,FW",25.0,15,15,14.2,1,2,3,0
Martin Braithwaite,Ligue 1,FW,26.0,14,11,10.2,4,1,3,0
Brandon,Ligue 1,"MF,FW",22.0,11,3,4.0,1,0,0,0
Julian Brandt,Bundesliga,"FW,MF",21.0,34,26,25.8,9,3,0,0
Darko Brašanac,La Liga,"MF,FW",25.0,23,13,13.4,2,0,3,0
Claudio Bravo,Premier League,GK,34.0,3,2,2.5,0,0,0,0
Josip Brekalo,Bundesliga,"FW,MF",19.0,13,10,9.7,3,2,2,0
Josip Brekalo,Bundesliga,"MF,FW",19.0,14,7,8.1,1,1,1,0
Jimmy Briand,Ligue 1,FW,31.0,37,36,35.7,11,1,4,0
Enrico Brignola,Serie A,"FW,MF",18.0,18,16,15.0,3,2,5,0
Alberto Brignoli,Serie A,GK,25.0,13,11,12.5,1,0,2,0
Miguel Britos,Premier League,DF,32.0,12,10,8.9,1,0,3,1
Leon Britton,Premier League,MF,34.0,5,4,3.4,0,0,1,0
Petar Brlek,Serie A,MF,23.0,5,3,2.6,0,0,1,0
John Brooks,Bundesliga,DF,24.0,9,9,8.1,0,0,1,0
Daniel Brosinski,Bundesliga,"DF,MF",29.0,29,28,27.8,1,5,0,0
Izzy Brown,Premier League,"MF,FW",20.0,13,4,3.5,0,0,0,0
Marcelo Brozović,Serie A,MF,24.0,31,21,21.4,4,8,9,0
Bruma,Bundesliga,"MF,FW",22.0,28,16,17.9,4,2,0,0
Jeffrey Bruma,Bundesliga,DF,25.0,11,11,11.0,0,0,1,0
Bruno,Premier League,DF,36.0,25,23,22.4,0,0,3,0
Chris Brunt,Premier League,"MF,DF",32.0,26,22,21.3,0,7,5,0
Jacob Bruun Larsen,Bundesliga,"MF,DF",18.0,4,1,1.2,0,0,0,0
Jacob Bruun Larsen,Bundesliga,DF,18.0,1,0,0.1,0,0,0,0
Marcel Büchel,Serie A,MF,26.0,23,20,18.8,0,0,9,0
Ante Budimir,Serie A,FW,26.0,22,17,17.6,6,0,8,0
Alberto Bueno,La Liga,"FW,MF",29.0,11,1,2.6,0,0,0,0
Gianluigi Buffon,Serie A,GK,39.0,21,21,20.7,0,0,1,0
Onur Bulut,Bundesliga,MF,23.0,1,0,0.4,0,0,0,0
Alessandro Buongiorno,Serie A,DF,18.0,1,0,0.1,0,0,0,0
Nicolás Burdisso,Serie A,DF,36.0,24,23,23.0,0,0,6,0
Guido Burgstaller,Bundesliga,FW,28.0,32,24,25.8,11,4,8,0
Burgui,La Liga,"FW,MF",23.0,23,12,11.5,1,1,1,0
Oliver Burke,Premier League,"FW,MF",20.0,15,2,4.1,0,2,0,0
Roman Bürki,Bundesliga,GK,26.0,33,33,33.0,0,0,4,0
Patrick Burner,Ligue 1,DF,21.0,13,10,10.0,0,0,2,0
Dženis Burnić,Bundesliga,"MF,DF",19.0,6,3,3.4,0,0,3,1
Sergio Busquets,La Liga,MF,29.0,31,30,28.8,1,2,8,0
Unai Bustinza,La Liga,DF,25.0,20,18,18.2,2,0,5,0
Ludovic Butelle,Ligue 1,GK,34.0,19,19,18.4,0,0,0,0
Jack Butland,Premier League,GK,24.0,35,35,35.0,0,0,0,0
Sam Byram,Premier League,DF,23.0,5,2,2.8,0,0,1,0
Jakub Błaszczykowski,Bundesliga,"FW,MF",31.0,9,6,5.8,1,0,0,0
Erick Cabaco,La Liga,DF,22.0,14,12,11.5,0,0,4,0
Willy Caballero,Premier League,GK,35.0,3,3,3.0,0,0,0,0
Yohan Cabaye,Premier League,MF,31.0,31,28,26.4,0,1,7,0
Rémy Cabella,Ligue 1,MF,27.0,3,0,0.7,1,0,0,0
Rémy Cabella,Ligue 1,"MF,FW",27.0,26,25,25.1,7,5,3,0
Gustavo Cabral,La Liga,DF,31.0,25,20,20.8,1,1,5,0
Leandro Cabrera,Serie A,DF,26.0,5,4,4.1,0,0,0,0
Leandro Cabrera,La Liga,DF,26.0,9,8,8.0,0,0,3,0
Fabrizio Cacciatore,Serie A,DF,30.0,33,32,31.9,2,2,5,1
Martín Cáceres,Serie A,DF,30.0,14,14,12.9,3,1,3,0
Martín Cáceres,Serie A,DF,30.0,6,4,4.9,1,0,0,0
Cafú,Ligue 1,MF,24.0,10,8,7.5,0,0,2,0
Jonathan Cafu,Ligue 1,"FW,MF",26.0,19,5,7.0,2,0,2,0
Gary Cahill,Premier League,DF,31.0,27,24,23.2,0,0,1,1
Yannick Cahuzac,Ligue 1,MF,32.0,20,18,16.9,0,0,5,0
Felipe Caicedo,Serie A,FW,28.0,22,4,8.0,3,2,1,0
Caiuby,Bundesliga,"FW,MF",29.0,33,32,31.7,5,7,8,0
Cala,La Liga,DF,27.0,20,20,20.0,2,2,9,0
Davide Calabria,Serie A,DF,20.0,21,18,17.4,1,2,1,2
Mattia Caldara,Serie A,DF,23.0,24,24,24.0,3,1,5,0
Carlos Calderón,La Liga,FW,22.0,1,0,0.1,0,0,0,0
Luca Caldirola,Bundesliga,DF,26.0,1,1,1.0,0,0,0,0
Hakan Çalhanoğlu,Serie A,"FW,MF",23.0,31,25,24.1,6,6,6,2
Fabrizio Caligara,Serie A,MF,17.0,1,0,0.2,0,0,1,0
Daniel Caligiuri,Bundesliga,"DF,MF",29.0,33,32,32.4,6,10,4,0
José Callejón,Serie A,FW,30.0,38,38,36.0,10,9,3,0
Jonathan Calleri,La Liga,FW,23.0,37,34,34.5,9,3,7,0
Simone Calvano,Serie A,MF,24.0,15,7,7.2,0,0,1,0
Dominic Calvert-Lewin,Premier League,"FW,MF",20.0,32,18,20.9,4,6,4,0
Ignacio Camacho,Bundesliga,"MF,DF",27.0,11,11,10.6,0,0,1,0
Abdoul Camara,Ligue 1,"FW,MF",27.0,14,12,10.8,2,1,0,0
Souleymane Camara,Ligue 1,FW,34.0,24,8,10.4,2,1,1,0
Víctor Camarasa,La Liga,MF,23.0,24,14,13.9,1,0,2,0
Geoff Cameron,Premier League,"DF,MF",32.0,20,17,16.9,0,0,2,0
José Campaña,La Liga,MF,24.0,35,33,30.3,1,4,9,2
Joel Campbell,La Liga,"MF,FW",25.0,8,2,2.4,2,0,1,0
Tyrese Campbell,Premier League,"FW,MF",17.0,4,0,0.9,0,0,0,0
Emre Can,Premier League,MF,23.0,26,24,23.2,3,4,8,0
Sergio Canales,La Liga,"MF,FW",26.0,36,20,21.5,4,5,4,0
João Cancelo,Serie A,DF,23.0,26,20,20.6,1,2,4,0
João Cancelo,La Liga,MF,23.0,1,1,1.0,0,0,0,0
Antonio Candreva,Serie A,FW,30.0,36,33,28.2,0,7,4,0
Paolo Cannavaro,Serie A,DF,36.0,19,16,16.0,0,0,3,0
Ander Capa,La Liga,DF,25.0,33,25,25.1,0,1,4,0
Pierrick Capelle,Ligue 1,"MF,FW",30.0,28,23,20.9,2,1,3,0
Leonardo Capezzi,Serie A,MF,22.0,6,2,2.4,0,1,0,0
Étienne Capoue,Premier League,MF,29.0,23,18,17.1,1,0,3,0
Elio Capradossi,Serie A,DF,21.0,2,1,0.9,0,0,0,0
Gianluca Caprari,Serie A,"FW,MF",24.0,34,19,20.1,5,3,5,2
Marco Capuano,Serie A,DF,25.0,16,16,15.6,0,0,4,2
Marco Capuano,Serie A,DF,25.0,9,7,7.7,0,0,2,0
Antonio Caracciolo,Serie A,DF,27.0,33,32,31.7,2,4,6,0
Yoan Cardinale,Ligue 1,GK,23.0,10,10,10.0,0,0,2,0
Diego Carlos,Ligue 1,DF,24.0,28,27,25.5,1,0,7,1
Lionel Carole,La Liga,DF,26.0,6,6,6.0,0,1,0,0
Yannick Carrasco,La Liga,"MF,FW",23.0,17,8,10.0,3,4,3,0
Michael Carrick,Premier League,MF,36.0,2,1,1.2,0,0,0,0
Daniel Carriço,La Liga,DF,28.0,6,5,5.1,0,0,1,0
André Carrillo,Premier League,"FW,MF",26.0,28,16,17.1,1,2,2,0
Guido Carrillo,Premier League,FW,26.0,7,5,5.0,0,1,0,0
Guido Carrillo,Ligue 1,"FW,MF",26.0,15,2,4.7,4,0,0,0
Thomas Carrique,Ligue 1,DF,18.0,1,1,1.0,0,0,0,0
Andy Carroll,Premier League,"FW,MF",28.0,16,7,8.3,3,0,6,2
Tom Carroll,Premier League,MF,25.0,37,28,28.6,0,4,3,0
Federico Cartabia,La Liga,"FW,MF",24.0,20,16,14.7,2,1,6,0
Dani Carvajal,La Liga,DF,25.0,25,25,24.7,0,4,11,1
Casemiro,La Liga,MF,25.0,30,30,28.8,5,3,8,0
Kiko Casilla,La Liga,GK,30.0,10,10,10.0,0,0,0,0
Francesco Cassata,Serie A,MF,20.0,10,5,5.1,1,0,3,1
Timothy Castagne,Serie A,"DF,MF",21.0,20,17,16.7,0,1,4,0
Leandro Castán,Serie A,DF,30.0,14,13,12.7,0,1,5,0
Koen Casteels,Bundesliga,GK,25.0,34,34,34.0,0,0,1,0
Dani Castellano,La Liga,DF,29.0,24,23,22.5,0,1,5,0
Javi Castellano,La Liga,MF,29.0,23,17,17.4,0,0,4,0
Samu Castillejo,La Liga,"MF,FW",22.0,30,25,23.0,6,5,4,0
Chory Castro,La Liga,"MF,FW",32.0,26,26,22.8,4,2,5,2
Gonzalo Castro,Bundesliga,MF,30.0,19,16,13.4,0,2,3,0
Jonny Castro,La Liga,DF,23.0,36,36,35.6,2,1,10,0
Lucas Castro,Serie A,MF,28.0,25,23,22.1,3,4,3,0
Rubén Castro,La Liga,FW,36.0,10,3,4.0,1,1,0,0
Danilo Cataldi,Serie A,MF,22.0,29,25,25.4,1,4,10,2
Craig Cathcart,Premier League,DF,28.0,7,5,5.8,0,0,1,0
Edinson Cavani,Ligue 1,FW,30.0,32,30,28.7,28,5,3,0
Marijan Ćavar,Bundesliga,"FW,MF",19.0,1,0,0.4,0,0,0,0
Dani Ceballos,La Liga,"MF,FW",20.0,12,4,4.5,2,0,0,0
Federico Ceccherini,Serie A,DF,25.0,37,37,35.9,1,0,4,1
Emanuel Cecchini,La Liga,"MF,DF",20.0,2,0,0.3,0,0,1,0
Petr Čech,Premier League,GK,35.0,34,34,33.8,0,0,1,0
Ricardo Centurión,Serie A,"MF,FW",24.0,3,1,0.6,0,0,0,0
Luca Ceppitelli,Serie A,DF,27.0,27,26,24.7,3,0,7,0
Fabio Ceravolo,Serie A,FW,30.0,1,1,0.6,0,0,0,0
Alessio Cerci,Serie A,"FW,MF",30.0,24,22,18.2,3,1,1,0
Boštjan Cesar,Serie A,DF,35.0,10,5,6.1,0,0,1,0
Damir Ceter,Serie A,"FW,MF",19.0,6,1,2.2,0,0,0,0
Nacer Chadli,Premier League,"FW,MF",27.0,5,2,2.9,1,0,1,0
Fouad Chafik,Ligue 1,DF,30.0,23,19,17.9,0,2,4,0
Nathaniel Chalobah,Premier League,MF,22.0,6,5,5.0,0,0,1,0
Calum Chambers,Premier League,DF,22.0,12,10,9.6,0,0,1,0
Nereo Champagne,La Liga,GK,32.0,2,2,2.0,0,0,0,0
Timothy Chandler,Bundesliga,"DF,MF",27.0,24,22,21.0,2,4,3,0
Kwon Chang-hoon,Ligue 1,"FW,MF",23.0,34,26,23.7,11,2,3,0
Charles,La Liga,FW,33.0,30,18,17.5,8,1,5,1
Charly Charrier,Ligue 1,MF,31.0,3,1,1.2,0,0,0,0
Pape Cheikh Diop,Ligue 1,MF,19.0,1,0,0.1,0,0,0,0
Chema,La Liga,DF,25.0,25,23,22.4,1,0,8,1
Denis Cheryshev,La Liga,"MF,FW",26.0,24,9,10.3,2,1,2,0
Raman Chibsah,Serie A,MF,24.0,14,12,11.6,0,0,4,0
Leandro Chichizola,La Liga,GK,27.0,27,27,27.0,0,0,2,0
Giorgio Chiellini,Serie A,DF,32.0,26,25,24.0,0,1,2,0
Federico Chiesa,Serie A,"FW,MF",19.0,36,35,33.5,6,4,7,0
Ben Chilwell,Premier League,DF,20.0,24,20,20.6,0,2,2,2
Vlad Chiricheș,Serie A,DF,27.0,7,7,6.5,0,0,1,0
Hamza Choudhury,Premier League,MF,19.0,8,4,4.2,0,1,1,0
Andreas Christensen,Premier League,DF,21.0,27,23,23.2,0,0,0,0
Chuca,La Liga,MF,20.0,4,1,1.0,0,0,1,0
Lee Chung-yong,Premier League,FW,29.0,7,1,1.5,0,0,0,0
Amato Ciciretti,Serie A,"MF,FW",23.0,12,9,9.0,2,1,0,0
Cifu,La Liga,DF,26.0,2,1,1.2,0,0,0,0
Luca Cigarini,Serie A,MF,31.0,26,24,22.5,2,3,13,2
Per Ciljan Skjelbred,Bundesliga,MF,30.0,28,24,24.3,0,0,2,0
Jasper Cillessen,La Liga,GK,28.0,1,1,1.0,0,0,0,0
Thiago Cionek,Serie A,DF,31.0,15,15,15.0,1,0,5,0
Saliou Ciss,Ligue 1,"DF,FW",27.0,3,2,1.6,0,0,0,0
Karamoko Cissé,Serie A,"FW,DF",28.0,2,0,0.2,0,0,0,0
Issa Cissokho,Ligue 1,DF,32.0,19,18,18.1,0,0,3,0
Ciaran Clark,Premier League,DF,27.0,20,19,19.4,2,1,3,0
Christian Clemens,Bundesliga,"MF,FW",25.0,14,6,7.2,1,0,2,0
Tom Cleverley,Premier League,MF,27.0,23,22,21.1,1,2,2,2
Sam Clucas,Premier League,"MF,FW",26.0,29,23,22.7,3,1,2,0
Nathaniel Clyne,Premier League,"DF,MF",26.0,3,2,1.9,0,0,1,0
Marcus Coco,Ligue 1,"FW,MF",21.0,29,17,17.6,2,1,5,0
Massimo Coda,Serie A,FW,28.0,24,14,15.7,4,1,1,0
Isaac Cofie,Serie A,MF,25.0,12,6,6.6,0,0,1,0
Renaud Cohade,Ligue 1,MF,32.0,38,38,36.6,1,3,5,0
Coke,La Liga,DF,30.0,17,16,15.4,3,0,5,2
Coke,Bundesliga,MF,30.0,1,0,0.0,0,0,1,0
Emre Çolak,La Liga,"MF,FW",26.0,26,17,16.1,1,2,4,0
Séamus Coleman,Premier League,DF,28.0,12,12,11.5,0,1,0,0
James Collins,Premier League,DF,33.0,13,12,11.7,1,0,3,0
Racine Coly,Ligue 1,DF,21.0,7,7,6.9,0,0,3,0
Kingsley Coman,Bundesliga,"FW,MF",21.0,21,10,12.8,3,3,0,0
Marvin Compper,Bundesliga,DF,32.0,2,1,1.0,0,0,0,0
Alois Confais,Ligue 1,MF,20.0,15,4,6.8,0,0,1,0
Daniel Congré,Ligue 1,DF,32.0,32,29,29.3,1,0,4,0
Andrea Consigli,Serie A,GK,30.0,37,37,36.8,0,0,2,0
Diego Contento,Ligue 1,"DF,FW",27.0,3,1,1.2,0,0,0,0
Andrea Conti,Serie A,DF,23.0,2,2,1.7,0,0,0,0
Lewis Cook,Premier League,MF,20.0,29,25,24.9,0,2,5,0
Steve Cook,Premier League,DF,26.0,34,31,30.7,2,1,5,0
Duje Čop,Serie A,FW,27.0,2,1,1.1,0,0,0,0
Francis Coquelin,Premier League,"MF,DF",26.0,7,1,1.9,0,0,0,0
Francis Coquelin,La Liga,"MF,DF",26.0,9,7,7.3,1,0,2,0
Sébastien Corchia,La Liga,DF,26.0,12,9,9.1,0,1,4,0
Alex Cordaz,Serie A,GK,34.0,38,38,38.0,0,0,2,0
Iñigo Córdoba,La Liga,"FW,MF",20.0,30,18,16.2,1,1,3,0
Jhon Córdoba,Bundesliga,FW,24.0,18,9,10.6,0,2,1,0
Sergio Córdova,Bundesliga,"FW,MF",19.0,26,3,6.5,2,1,3,0
Jérémy Cordoval,Ligue 1,DF,27.0,11,10,10.2,0,1,1,0
Benjamin Corgnet,Ligue 1,"MF,FW",30.0,18,15,15.3,0,2,2,0
Jack Cork,Premier League,MF,28.0,38,38,38.0,2,1,7,0
Andreas Cornelius,Serie A,FW,24.0,23,8,10.4,3,1,0,0
Maxwel Cornet,Ligue 1,"FW,MF",20.0,30,13,14.1,4,5,1,0
Quentin Cornette,Ligue 1,"FW,MF",23.0,12,6,5.0,1,1,1,0
Ángel Correa,La Liga,"FW,MF",22.0,37,27,24.9,8,5,4,2
Joaquín Correa,La Liga,"FW,MF",22.0,21,15,13.2,1,2,5,0
Andrea Cossu,Serie A,"MF,FW",37.0,11,2,2.7,0,1,0,0
Angelo da Costa Júnior,Serie A,GK,33.0,4,4,4.0,0,0,0,0
Andrea Costa,Serie A,DF,31.0,16,16,15.3,0,0,5,0
Danny da Costa,Bundesliga,DF,24.0,17,13,13.4,1,2,1,0
Diego Costa,La Liga,FW,28.0,15,13,11.5,3,3,7,2
Douglas Costa,Serie A,"FW,MF",26.0,31,18,19.9,4,6,1,0
Filippo Costa,Serie A,"DF,MF",22.0,23,14,16.4,0,1,4,0
Jaume Costa,La Liga,DF,29.0,30,29,28.3,0,0,14,2
Nuno da Costa,Ligue 1,"FW,MF",26.0,26,22,19.2,5,3,4,1
Benoît Costil,Ligue 1,GK,30.0,36,36,36.0,0,0,1,0
Kalifa Coulibaly,Ligue 1,FW,25.0,8,3,3.8,1,1,0,0
Lassana Coulibaly,Ligue 1,MF,21.0,20,8,9.3,1,1,1,0
Thibaut Courtois,Premier League,GK,25.0,35,35,35.0,0,0,2,0
Philippe Coutinho,La Liga,"FW,MF",25.0,18,16,14.4,8,5,1,0
Philippe Coutinho,Premier League,"MF,FW",25.0,14,13,12.3,7,6,0,0
Nicolas Cozza,Ligue 1,"DF,MF",18.0,9,7,6.4,1,2,2,0
Alessio Cragno,Serie A,GK,23.0,29,29,28.2,0,0,0,0
Martin Cranie,Premier League,"DF,MF",30.0,3,2,2.0,0,0,0,0
Michele Cremonesi,Serie A,DF,29.0,5,4,4.3,0,0,2,0
Aaron Cresswell,Premier League,DF,27.0,36,35,34.1,1,3,7,0
Lorenzo Crisetig,Serie A,MF,24.0,8,6,6.2,0,0,4,0
Bryan Cristante,Serie A,"MF,FW",22.0,36,33,31.4,9,2,4,0
Sebastián Cristóforo,Serie A,MF,23.0,7,3,3.0,0,0,1,0
Enzo Crivelli,Ligue 1,FW,22.0,15,12,11.4,1,1,6,1
Enzo Crivelli,Ligue 1,FW,22.0,11,9,8.1,2,1,2,0
Giovanni Crociata,Serie A,"FW,MF",19.0,11,2,3.2,1,0,0,0
Luca Crosta,Serie A,GK,19.0,1,1,1.0,0,0,0,0
Peter Crouch,Premier League,FW,36.0,31,14,17.4,5,2,4,0
Juan Cuadrado,Serie A,"FW,MF",29.0,21,15,15.0,4,4,5,0
Iván Cuéllar,La Liga,GK,33.0,35,35,35.0,0,0,4,0
Mickaël Cuisance,Bundesliga,"MF,FW",17.0,24,9,13.4,0,1,2,0
Josh Cullen,Premier League,"FW,MF",21.0,2,0,0.1,0,0,0,0
Patrick Cutrone,Serie A,FW,19.0,28,17,16.7,10,1,3,0
Wylan Cyprien,Ligue 1,MF,22.0,16,10,10.5,2,1,2,0
Marco D'Alessandro,Serie A,"MF,FW",26.0,16,12,11.6,1,1,1,0
Danilo D'Ambrosio,Serie A,DF,28.0,34,34,33.1,2,3,6,0
Damien Da Silva,Ligue 1,DF,29.0,32,32,31.5,4,0,7,0
Kouadio-Yves Dabila,Ligue 1,DF,20.0,12,10,10.5,0,0,1,0
Bryan Dabo,Serie A,MF,25.0,10,6,6.6,1,0,2,2
Bryan Dabo,Ligue 1,"MF,FW",25.0,16,15,14.3,2,0,10,0
Mahmoud Dahoud,Bundesliga,MF,21.0,23,11,12.7,0,4,4,0
Dario Dainelli,Serie A,DF,38.0,21,17,16.7,0,0,4,0
Felipe dal Belo,Serie A,DF,33.0,30,30,28.6,1,1,6,1
Charlie Daniels,Premier League,"DF,MF",30.0,35,34,33.4,1,3,0,0
Danilo,Premier League,DF,26.0,23,13,15.0,3,2,2,0
Scott Dann,Premier League,DF,30.0,17,16,15.9,1,0,4,0
Kevin Danso,Bundesliga,DF,18.0,16,13,12.3,2,0,2,0
Dante,Ligue 1,DF,33.0,33,33,32.4,1,0,10,2
Romain Danzé,Ligue 1,DF,31.0,12,9,7.6,0,0,2,0
Andrea Danzi,Serie A,MF,18.0,5,4,4.4,0,0,1,0
Stéphane Darbion,Ligue 1,"FW,MF",33.0,23,20,18.9,3,2,2,0
Palkó Dárdai,Bundesliga,FW,18.0,2,0,0.3,0,0,1,0
Sergi Darder,La Liga,MF,23.0,35,32,30.9,1,2,7,0
Sergi Darder,Ligue 1,MF,23.0,3,3,2.3,0,0,2,2
Vladimír Darida,Bundesliga,MF,26.0,21,18,18.2,0,3,2,0
Karl Darlow,Premier League,GK,26.0,10,10,10.0,0,0,0,0
Matteo Darmian,Premier League,DF,27.0,8,5,4.9,0,0,0,0
Ben Davies,Premier League,DF,24.0,29,26,25.8,2,6,3,0
Tom Davies,Premier League,MF,19.0,33,20,21.1,2,1,7,0
Steven Davis,Premier League,MF,32.0,23,17,16.9,3,0,0,0
Salem Al-Dawsari,La Liga,MF,25.0,1,0,0.4,0,0,1,0
Craig Dawson,Premier League,DF,27.0,28,28,27.9,2,0,6,0
Kevin De Bruyne,Premier League,MF,26.0,37,36,34.1,8,16,2,0
Sebastien De Maio,Serie A,DF,30.0,26,22,22.8,2,0,7,0
Rodrigo De Paul,Serie A,"MF,FW",23.0,37,25,25.8,4,8,4,0
Daniele De Rossi,Serie A,MF,34.0,22,21,20.3,1,1,6,1
Mattia De Sciglio,Serie A,DF,24.0,12,10,10.8,1,0,1,0
Lorenzo De Silvestri,Serie A,"DF,MF",29.0,35,35,32.8,5,2,3,2
Lucas Deaux,Ligue 1,MF,28.0,26,24,21.6,2,1,7,2
Mathieu Debuchy,Ligue 1,DF,32.0,15,15,14.6,4,1,1,0
Troy Deeney,Premier League,FW,29.0,29,20,20.5,5,2,1,1
Jermain Defoe,Premier League,FW,34.0,24,11,12.1,4,1,1,0
Steven Defour,Premier League,MF,29.0,24,24,22.2,1,1,6,0
Grégoire Defrel,Serie A,"FW,MF",26.0,15,5,5.4,1,0,1,0
Alessandro Deiola,Serie A,MF,21.0,13,4,5.0,0,0,3,0
Lorenzo Del Pinto,Serie A,MF,27.0,15,7,8.4,0,0,6,0
Damien Delaney,Premier League,DF,36.0,2,1,1.1,0,0,0,0
Thomas Delaney,Bundesliga,MF,25.0,32,31,31.1,3,4,5,0
Jonathan Delaplace,Ligue 1,MF,31.0,12,5,6.5,0,1,3,0
Cristian Dell'Orco,Serie A,DF,23.0,8,5,4.7,0,0,0,0
Andy Delort,Ligue 1,FW,25.0,32,25,25.9,5,4,5,0
Fabian Delph,Premier League,DF,27.0,22,21,19.3,1,2,2,0
Mousa Dembélé,Premier League,MF,30.0,28,21,20.9,0,0,6,0
Ousmane Dembélé,La Liga,"FW,MF",20.0,17,12,10.2,3,6,2,0
Jessy Deminguet,Ligue 1,"MF,FW",19.0,12,5,5.9,1,1,2,0
Kerem Demirbay,Bundesliga,MF,24.0,19,13,13.5,2,2,3,0
Ermedin Demirović,La Liga,FW,19.0,3,2,2.0,1,1,0,0
Diego Demme,Bundesliga,MF,25.0,30,25,25.4,0,3,4,0
Fabio Depaoli,Serie A,"MF,DF",20.0,19,13,13.2,0,0,4,0
Memphis Depay,Ligue 1,"FW,MF",23.0,36,28,28.4,19,9,3,0
Mathieu Deplagne,Ligue 1,DF,25.0,28,28,26.8,0,2,5,2
Laurent Depoitre,Premier League,FW,28.0,33,18,20.2,6,1,1,0
Mike van der Hoorn,Premier League,DF,24.0,24,24,21.6,1,0,4,0
Gregory van der Wiel,Serie A,DF,29.0,5,3,3.2,0,0,0,0
Daniele Dessena,Serie A,"MF,DF",30.0,17,7,6.4,0,0,1,0
Mattia Destro,Serie A,FW,26.0,26,19,18.0,6,2,3,0
Gerard Deulofeu,La Liga,"MF,FW",23.0,10,5,5.6,1,1,1,0
Gerard Deulofeu,Premier League,"FW,MF",23.0,7,5,4.8,1,0,0,0
Gianluca Di Chiara,Serie A,DF,23.0,13,11,11.2,0,0,3,0
Federico Di Francesco,Serie A,"FW,DF",23.0,24,20,17.7,1,1,4,0
Davide Di Gennaro,Serie A,MF,29.0,2,0,0.1,0,0,0,0
Ángel Di María,Ligue 1,FW,29.0,30,26,23.4,11,7,1,0
Franco Di Santo,Bundesliga,"FW,MF",28.0,30,22,18.4,3,1,4,0
Cheick Diabaté,Serie A,"FW,MF",29.0,11,7,7.4,8,0,1,2
Fousseni Diabaté,Premier League,"MF,FW",21.0,14,5,6.5,0,1,1,0
Moussa Diaby,Serie A,MF,18.0,2,1,0.8,0,0,0,0
Fallou Diagne,Ligue 1,"DF,MF",27.0,29,26,24.9,1,1,8,2
Adama Diakhaby,Ligue 1,"FW,MF",21.0,22,10,9.5,2,2,2,1
Mouctar Diakhaby,Ligue 1,DF,20.0,12,8,8.1,1,0,2,0
Abdou Diallo,Bundesliga,DF,21.0,27,27,26.8,2,1,5,0
Abdoulaye Diallo,Ligue 1,GK,25.0,3,3,3.0,0,0,0,0
Habib Diallo,Ligue 1,FW,22.0,1,0,0.2,0,0,0,0
Mustapha Diallo,Ligue 1,MF,31.0,26,16,15.4,5,0,7,0
Mohamed Diamé,Premier League,MF,30.0,31,23,22.7,2,0,3,0
Lassana Diarra,Ligue 1,MF,32.0,10,8,6.7,0,0,4,0
Amadou Diawara,Serie A,MF,20.0,18,5,7.3,1,0,1,0
Brahim Díaz,Premier League,"FW,MF",17.0,5,0,0.6,0,0,0,0
Bakaye Dibassy,Ligue 1,DF,27.0,32,31,30.9,1,2,4,0
Daniel Didavi,Bundesliga,"MF,FW",27.0,30,26,24.9,9,5,4,0
Thomas Didillon,Ligue 1,GK,21.0,9,9,9.0,0,0,0,0
Étienne Didot,Ligue 1,MF,34.0,23,21,18.0,2,1,4,0
Adrián Diéguez,La Liga,DF,21.0,6,6,4.8,0,0,5,0
Dennis Diekmeier,Bundesliga,DF,27.0,22,22,20.8,0,3,4,0
Eric Dier,Premier League,"MF,DF",23.0,34,32,31.4,0,2,4,0
Lucas Digne,La Liga,DF,24.0,12,8,7.9,0,1,2,0
Virgil van Dijk,Premier League,DF,26.0,12,11,11.0,0,0,0,0
Virgil van Dijk,Premier League,DF,26.0,14,14,14.0,0,0,1,0
Landry Dimata,Bundesliga,"FW,MF",19.0,21,9,10.0,0,1,1,1
Tristan Dingomé,Ligue 1,MF,26.0,14,14,13.0,0,0,4,0
Ismaël Diomandé,Ligue 1,"DF,MF",24.0,11,8,7.9,0,1,1,1
Lois Diony,Ligue 1,FW,24.0,16,11,10.4,0,0,0,0
Issa Diop,Ligue 1,DF,20.0,34,34,34.0,3,0,8,0
Papakouli Diop,La Liga,MF,31.0,5,3,2.9,0,0,2,0
Papakouli Diop,La Liga,MF,31.0,15,12,10.4,0,0,5,0
Assane Dioussé,Ligue 1,MF,19.0,25,17,14.9,1,0,4,0
Djené,La Liga,DF,25.0,36,36,36.0,1,0,9,0
Koffi Djidji,Ligue 1,DF,24.0,29,27,26.8,0,0,2,0
Alexander Djiku,Ligue 1,DF,22.0,28,28,28.0,0,0,10,0
Papy Djilobodji,Ligue 1,DF,28.0,30,30,30.0,0,0,4,1
Berat Djimsiti,Serie A,DF,24.0,30,30,30.0,0,1,2,0
Marko Dmitrović,La Liga,GK,25.0,36,36,36.0,0,0,1,0
Keagan Dolly,Ligue 1,"FW,MF",24.0,17,9,9.8,1,1,1,0
Jaume Doménech,La Liga,GK,26.0,5,5,5.0,0,0,2,0
Jean-Luc Dompé,Ligue 1,MF,21.0,1,0,0.3,0,0,0,0
Giulio Donati,Bundesliga,"DF,MF",27.0,29,26,25.4,0,3,3,2
Ji Dong-won,Bundesliga,"FW,MF",26.0,3,0,0.2,0,0,0,0
Anastasios Donis,Bundesliga,"FW,MF",20.0,18,11,10.5,2,2,1,0
Gianluigi Donnarumma,Serie A,GK,18.0,38,38,38.0,0,0,2,0
Godfred Donsah,Serie A,MF,21.0,28,20,19.9,2,1,3,0
