Player Name,Players Dribbled Past,Dribbles into PA
Cesc Fàbregas,6.0,6.0
Fabricio,0.0,0.0
Ralf Fährmann,0.0,0.0
Fayçal Fajr,2.0,0.0
Luca Falbo,0.0,0.0
Filippo Falco,58.0,22.0
Eliseo Falcon,2.0,0.0
Wladimiro Falcone,0.0,0.0
Simon Falette,1.0,0.0
Iago Falque,3.0,1.0
Iago Falque,14.0,4.0
Akin Famewo,0.0,0.0
Andri Fannar Baldursson,3.0,0.0
Paolo Faragò,12.0,1.0
Davide Faraoni,43.0,6.0
Mohamed Fares,5.0,1.0
Diego Farias,27.0,20.0
Ansu Fati,26.0,39.0
Julien Faussurier,6.0,5.0
Andrea Favilli,6.0,6.0
Federico Fazio,10.0,1.0
Aleix Febas,30.0,6.0
Zouhair Feddal,4.0,0.0
Ljubomir Fejsa,4.0,0.0
Nabil Fekir,87.0,38.0
Felipe,4.0,0.0
Luiz Felipe,8.0,1.0
Lucas Felippe,0.0,0.0
Ohis Felix Uduokhai,4.0,0.0
João Félix,24.0,16.0
Kiko Femenía,25.0,5.0
Zinedine Ferhat,55.0,17.0
Bruno Fernandes,15.0,6.0
Edimilson Fernandes,16.0,0.0
Gedson Fernandes,3.0,1.0
Gelson Fernandes,3.0,0.0
Matheus Fernandes,2.0,0.0
Aitor Fernández,0.0,0.0
Andrés Fernández,0.0,0.0
Carlos Fernández,37.0,3.0
Federico Fernández,11.0,0.0
Gabriel Fernández,8.0,2.0
Joaquín Fernández,9.0,0.0
Fernandinho,12.0,0.0
Fernando,18.0,0.0
Juan Ferney Otero,15.0,13.0
Alex Ferrari,7.0,0.0
Facundo Ferreyra,3.0,2.0
Jordan Ferri,22.0,4.0
Oliver Fink,9.0,5.0
Alfreð Finnbogason,5.0,1.0
Roberto Firmino,64.0,27.0
Junior Firpo,12.0,6.0
John Fleck,48.0,14.0
Mark Flekken,2.0,0.0
Sergio Floccari,15.0,3.0
Alessandro Florenzi,7.0,2.0
Alessandro Florenzi,4.0,12.0
Phil Foden,25.0,11.0
Mamadou Fofana,5.0,0.0
Seko Fofana,76.0,16.0
Wesley Fofana,6.0,1.0
Youssouf Fofana,13.0,1.0
Youssouf Fofana,12.0,4.0
Thomas Foket,16.0,10.0
Lamine Fomba,23.0,1.0
José Fonte,6.0,0.0
Pablo Fornals,22.0,5.0
Emil Forsberg,27.0,12.0
Hernâni Fortes,15.0,18.0
Ben Foster,3.0,0.0
Lyle Foster,1.0,0.0
Timothy Fosu-Mensah,1.0,1.0
Dimitri Foulquier,2.0,0.0
Dimitri Foulquier,14.0,1.0
Juan Foyth,1.0,0.0
Gianluca Frabotta,1.0,1.0
Raphael Framberger,7.0,1.0
Simon Francis,4.0,0.0
Mike Frantz,1.0,0.0
Ryan Fraser,12.0,27.0
Fred,43.0,6.0
Ryan Fredericks,13.0,12.0
Kieron Freeman,0.0,0.0
Luke Freeman,7.0,2.0
Remo Freuler,25.0,6.0
Marco Friedl,13.0,1.0
Marvin Friedrich,13.0,0.0
Samúel Friðjónsson,1.0,0.0
Jorge de Frutos,0.0,0.0
Christian Fuchs,4.0,0.0
Angelo Fulgini,62.0,13.0
Niclas Füllkrug,5.0,3.0
Ramiro Funes Mori,1.0,0.0
Daniel Fuzato,0.0,0.0
Matteo Gabbia,0.0,0.0
Manolo Gabbiadini,25.0,14.0
Gabriel,0.0,0.0
Ruben Gabrielsen,3.0,0.0
Mijat Gaćinović,21.0,10.0
Luca Gagliano,0.0,1.0
Roberto Gagliardini,10.0,8.0
Riccardo Gagliolo,16.0,10.0
Nicolás Gaitán,2.0,2.0
Marvin Gakpa,7.0,0.0
Enric Gallego,7.0,1.0
Enric Gallego,2.0,0.0
Kévin Gameiro,23.0,16.0
Fran Gámez,18.0,3.0
Idrissa Gana Gueye,23.0,6.0
Ignatius Ganago,29.0,10.0
Ezequiel Garay,0.0,0.0
Dani García,9.0,1.0
David García,2.0,0.0
Eric García,7.0,0.0
Javi García,1.0,0.0
Manu García,12.0,0.0
Raúl García,3.0,0.0
Raúl García,9.0,5.0
Raúl García,4.0,0.0
Rubén García,31.0,9.0
Unai García,3.0,0.0
Víctor García,3.0,0.0
James Garner,0.0,0.0
Manuel Garrido,2.0,0.0
Mario Gaspar,4.0,3.0
Daniele Gastaldello,1.0,0.0
Dwight Gayle,4.0,1.0
Paulo Gazzaniga,0.0,0.0
Jean-Philippe Gbamin,1.0,0.0
Yann Gboho,8.0,1.0
David de Gea,0.0,0.0
Theodor Gebre Selassie,9.0,4.0
Dennis Geiger,8.0,2.0
Jérémy Gélin,1.0,0.0
Christian Gentner,22.0,2.0
Yannick Gerhardt,4.0,3.0
Valère Germain,5.0,4.0
Gervinho,67.0,44.0
Anwar El Ghazi,37.0,11.0
Rachid Ghezzal,16.0,8.0
Paolo Ghiglione,33.0,5.0
Andrea Ghion,0.0,0.0
Saman Ghoddos,3.0,1.0
Faouzi Ghoulam,5.0,0.0
Morgan Gibbs-White,1.0,2.0
Niko Gießelmann,9.0,0.0
Rafał Gikiewicz,0.0,0.0
José Antonio Martínez Gil,3.0,0.0
Billy Gilmour,3.0,0.0
Daniel Ginczek,7.0,7.0
Matthias Ginter,6.0,1.0
Andrei Girotto,5.0,1.0
Olivier Giroud,2.0,2.0
Klaus Gjasula,28.0,0.0
Kamil Glik,0.0,0.0
Serge Gnabry,69.0,45.0
Joris Gnagnon,1.0,0.0
Eddy Gnahoré,6.0,1.0
Ben Godfrey,7.0,1.0
Diego Godín,13.0,1.0
Akaki Gogia,6.0,1.0
Mauro Goicoechea,0.0,0.0
Edoardo Goldaniga,1.0,0.0
Benjamin Goller,15.0,3.0
Pierluigi Gollini,0.0,0.0
Aleksandr Golovin,56.0,18.0
André Gomes,26.0,0.0
Angel Gomes,0.0,1.0
Ibai Gómez,10.0,2.0
Joe Gomez,12.0,1.0
Maxi Gómez,5.0,8.0
Moi Gómez,26.0,19.0
Papu Gómez,80.0,49.0
Sergi Gómez,1.0,0.0
Alfred Gomis,1.0,0.0
Maxime Gonalons,14.0,0.0
Mathieu Goncalves,1.0,0.0
Jérôme Gondorf,4.0,0.0
Álvaro González,1.0,0.0
Bruno González,0.0,0.0
Bruno González,0.0,0.0
Édgar González,5.0,0.0
Gonzalo,0.0,0.0
Anthony Gordon,11.0,1.0
Leon Goretzka,20.0,6.0
Andoni Gorosabel,5.0,3.0
Robin Gosens,20.0,23.0
Dan Gosling,6.0,4.0
Mario Götze,5.0,2.0
Prince-Désir Gouano,0.0,0.0
Amine Gouiri,0.0,0.0
Jeffrey Gouweleeuw,6.0,0.0
Max Gradel,38.0,22.0
Samuel Grandsir,28.0,15.0
Esteban Granero,6.0,0.0
Alberto Grassi,5.0,2.0
Andre Gray,7.0,3.0
Demarai Gray,13.0,15.0
Jack Grealish,76.0,63.0
Mason Greenwood,21.0,18.0
Michael Gregoritsch,2.0,1.0
Michael Gregoritsch,3.0,0.0
Clément Grenier,7.0,1.0
Antoine Griezmann,20.0,21.0
Vincenzo Grifo,0.0,0.0
Vincenzo Grifo,30.0,21.0
Florian Grillitsch,24.0,1.0
Jérémy Grimm,0.0,0.0
Arnaut Groeneveld,22.0,10.0
Christian Groß,8.0,0.0
Pascal Groß,10.0,6.0
Carlos Gruezo,4.0,0.0
Marko Grujić,31.0,3.0
Vicente Guaita,0.0,0.0
Andrés Guardado,18.0,5.0
Sergi Guardiola,38.0,20.0
Nemanja Gudelj,12.0,0.0
Gonçalo Guedes,47.0,15.0
Mattéo Guendouzi,29.0,9.0
Raphaël Guerreiro,53.0,11.0
Adrián Guerrero,2.0,0.0
Ander Guevara,10.0,0.0
Babacar Guèye,2.0,0.0
John Guidetti,2.0,0.0
Josuha Guilavogui,20.0,2.0
Frederic Guilbert,28.0,1.0
Hugo Guillamón,1.0,0.0
Bruno Guimarães,6.0,0.0
Sehrou Guirassy,25.0,13.0
Rafik Guitane,0.0,0.0
Péter Gulácsi,1.0,0.0
Manuel Gulde,7.0,0.0
Sinan Gümüş,1.0,3.0
İlkay Gündoğan,23.0,6.0
Angus Gunn,0.0,0.0
Christian Günter,20.0,21.0
Koray Günter,11.0,0.0
Régis Gurtner,1.0,0.0
Luiz Gustavo,0.0,0.0
Ismael Gutiérrez,0.0,0.0
Jonathan de Guzmán,1.0,0.0
Janik Haberer,20.0,4.0
Alexander Hack,4.0,0.0
Munir El Haddadi,16.0,9.0
André Hahn,9.0,3.0
Amadou Haidara,19.0,1.0
Achraf Hakimi,73.0,34.0
Erling Håland,13.0,10.0
Sébastien Haller,25.0,4.0
Marcel Halstenberg,24.0,6.0
Romain Hamouma,12.0,5.0
Samir Handanović,1.0,0.0
Grant Hanley,2.0,0.0
Lukáš Haraslín,12.0,5.0
Amine Harit,62.0,18.0
Martin Harnik,0.0,0.0
Makoto Hasebe,4.0,0.0
Hans Hateboer,10.0,13.0
Kortney Hause,11.0,0.0
Kai Havertz,64.0,25.0
Isaac Hayden,34.0,4.0
Eden Hazard,44.0,32.0
Thorgan Hazard,61.0,38.0
Tom Heaton,0.0,0.0
Jonas Hector,11.0,5.0
Dominique Heintz,19.0,0.0
Dean Henderson,0.0,0.0
Jordan Henderson,22.0,6.0
Liam Henderson,0.0,0.0
Jeff Hendrick,27.0,4.0
Wayne Hennessey,0.0,0.0
Rouwen Hennings,23.0,5.0
Benjamin Henrichs,10.0,1.0
Dalbert Henrique,19.0,6.0
Christophe Hérelle,5.0,1.0
Mario Hermoso,3.0,0.0
Aridane Hernández,4.0,0.0
Javier Hernández,1.0,0.0
Javier Hernández,1.0,3.0
Juan Hernández,3.0,0.0
Lucas Hernández,10.0,2.0
Onel Hernández,45.0,35.0
Theo Hernández,60.0,29.0
Hernani,42.0,9.0
Ander Herrera,3.0,0.0
Héctor Herrera,16.0,1.0
Sergio Herrera,3.0,0.0
Yangel Herrera,21.0,0.0
Iago Herrerín,0.0,0.0
Patrick Herrmann,18.0,17.0
Pablo Hervías,32.0,4.0
Son Heung-min,75.0,42.0
Gonzalo Higuaín,31.0,14.0
Vitorino Hilton,5.0,2.0
Martin Hinteregger,12.0,4.0
George Hirst,0.0,0.0
Marwin Hitz,0.0,0.0
André Hoffmann,4.0,0.0
Nicolas Höfler,34.0,2.0
Jonas Hofmann,20.0,14.0
Jonas Hofmann,0.0,0.0
Marco Höger,11.0,1.0
Rob Holding,2.0,0.0
José Holebas,7.0,3.0
Lucas Höler,37.0,26.0
Mason Holgate,10.0,0.0
Nathan Holland,3.0,1.0
Gerrit Holtmann,31.0,16.0
Josué Homawoo,0.0,0.0
Franck Honorat,9.0,5.0
Luca Horn,0.0,0.0
Timo Horn,0.0,0.0
Krisztofer Horváth,2.0,0.0
Conor Hourihane,6.0,2.0
Lukáš Hrádecký,0.0,0.0
Benjamin Hübner,6.0,0.0
Florian Hübner,1.0,0.0
Callum Hudson-Odoi,37.0,31.0
Will Hughes,26.0,9.0
Mats Hummels,9.0,0.0
Uwe Hünemeier,2.0,0.0
Adrien Hunou,12.0,7.0
Jannik Huth,0.0,0.0
Elseid Hysaj,16.0,8.0
Suk Hyun-jun,1.0,4.0
Pierre Højbjerg,46.0,5.0
Simone Iacoponi,7.0,0.0
Iago,2.0,0.0
Robert Ibáñez,17.0,6.0
Roger Ibanez,3.0,0.0
Jordon Ibe,2.0,1.0
Vedad Ibišević,11.0,3.0
Vicente Iborra,12.0,2.0
Didier Ibrahim Ndong,25.0,3.0
Zlatan Ibrahimović,13.0,10.0
Mauro Icardi,5.0,9.0
Adam Idah,0.0,1.0
Odion Ighalo,4.0,1.0
Borja Iglesias,18.0,7.0
Igor,13.0,2.0
Igor,3.0,2.0
Kelechi Iheanacho,21.0,11.0
Luc Ihorst,0.0,0.0
Jonathan Ikone,73.0,25.0
Yun Il-lok,4.0,0.0
Josip Iličić,69.0,39.0
Asier Illarramendi,0.0,0.0
Stefan Ilsanker,1.0,1.0
Stefan Ilsanker,2.0,0.0
Giannelli Imbula,4.0,0.0
Ciro Immobile,35.0,42.0
Edmilson Indjai,1.0,0.0
Roberto Inglese,12.0,6.0
Danny Ings,63.0,23.0
Marcus Ingvartsen,23.0,8.0
Lorenzo Insigne,71.0,49.0
Takashi Inui,19.0,22.0
Artur Ioniță,16.0,2.0
Alexander Isak,27.0,20.0
Isco,36.0,10.0
Nicolas Isimat-Mirin,1.0,0.0
Jakub Iskra,2.0,0.0
Gian-Luca Itter,2.0,0.0
Ander Iturraspe,0.0,0.0
Alex Iwobi,27.0,16.0
Armando Izzo,11.0,2.0
Jacobo,0.0,1.0
Phil Jagielka,0.0,0.0
Filip Jagiełło,5.0,1.0
Alireza Jahanbakhsh,7.0,1.0
Mato Jajalo,31.0,4.0
Ismail Jakobs,11.0,3.0
Christophe Jallet,6.0,0.0
Daniel James,30.0,42.0
Matty James,0.0,0.0
Reece James,29.0,6.0
Marko Janković,2.0,3.0
Jakub Jankto,12.0,11.0
Daryl Janmaat,9.0,2.0
Laurent Jans,9.0,6.0
Tony Jantschke,1.0,0.0
Adnan Januzaj,38.0,21.0
Rune Jarstein,1.0,0.0
Jason,21.0,2.0
Dennis Jastrzembski,3.0,2.0
Corentin Jean,1.0,0.0
Benjamin Jeannot,0.0,0.0
Tin Jedvaj,6.0,0.0
Jemerson,1.0,0.0
Fredrik Jensen,5.0,1.0
Jesé,0.0,0.0
Gabriel Jesus,52.0,21.0
Juan Jesus,0.0,0.0
Raúl Jiménez,76.0,44.0
Joaquín,61.0,21.0
Joelinton,52.0,18.0
Ben Johnson,1.0,0.0
Fabian Johnson,2.0,1.0
Curtis Jones,4.0,1.0
Phil Jones,0.0,0.0
Frenkie de Jong,40.0,8.0
Luuk de Jong,11.0,8.0
Jony,13.0,7.0
Joan Jordán,44.0,6.0
Bruno Jordão,0.0,0.0
Jorginho,19.0,2.0
Jesse Joronen,0.0,0.0
Willian José,10.0,8.0
Joselu,12.0,5.0
Jota,12.0,1.0
Diogo Jota,86.0,41.0
Vukašin Jovanović,2.0,0.0
Dejan Joveljić,1.0,0.0
Stevan Jovetić,15.0,5.0
Luka Jović,5.0,1.0
Juanmi,1.0,1.0
David Juncà,3.0,2.0
Hamed Junior Traorè,26.0,12.0
Lago Junior,32.0,40.0
Vinicius Júnior,58.0,49.0
James Justin,14.0,7.0
Musa Juwara,6.0,3.0
Mathias Jørgensen,0.0,0.0
Ozan Kabak,18.0,0.0
Christian Kabasele,8.0,0.0
Abdoul Kader Bamba,60.0,24.0
Pavel Kadeřábek,7.0,4.0
Florian Kainz,28.0,5.0
Gaël Kakuta,55.0,14.0
Lovre Kalinić,0.0,0.0
Nikola Kalinić,1.0,0.0
Salomon Kalou,1.0,0.0
Samuel Kalu,58.0,23.0
Daichi Kamada,38.0,19.0
François Kamano,11.0,11.0
Boubacar Kamara,14.0,3.0
Hassane Kamara,35.0,2.0
Kevin Kampl,9.0,2.0
Harry Kane,34.0,19.0
Wilfried Kanga,1.0,0.0
Lee Kangin,9.0,3.0
N'Golo Kanté,30.0,7.0
Stefanos Kapino,0.0,0.0
Wilfrid Kaptoum,2.0,0.0
Kenan Karaman,28.0,9.0
Yann Karamoh,16.0,6.0
Mamoudou Karamoko,0.0,0.0
Florian Kastenmeier,3.0,0.0
Noah Katterbach,31.0,2.0
Moise Kean,32.0,8.0
Michael Keane,0.0,1.0
Thilo Kehrer,0.0,1.0
Jules Keita,12.0,2.0
Naby Keïta,21.0,2.0
Yannik Keitel,4.0,1.0
Lloyd Kelly,1.0,0.0
Martin Kelly,3.0,0.0
Kenedy,19.0,8.0
Jonjoe Kenny,17.0,7.0
Franck Kessié,32.0,15.0
Saîf-Eddine Khaoui,2.0,2.0
Wahbi Khazri,20.0,10.0
Rani Khedira,8.0,1.0
Sami Khedira,2.0,0.0
Kike,9.0,5.0
Luca Kilian,2.0,0.0
Max Kilman,1.0,0.0
Joshua Kimmich,29.0,8.0
Presnel Kimpembe,12.0,0.0
Joshua King,67.0,20.0
Giorgos Kiriakopoulos,26.0,5.0
Simon Kjær,0.0,0.0
Simon Kjær,0.0,0.0
Davy Klaassen,14.0,8.0
Felix Klaus,7.0,9.0
Ragnar Klavan,6.0,0.0
Timm Klose,1.0,0.0
Lukas Klostermann,17.0,1.0
Justin Kluivert,33.0,23.0
Lukas Klünter,16.0,5.0
Robin Knoche,8.0,1.0
Robin Koch,6.0,2.0
Giorgi Kochorashvili,0.0,0.0
Jonathan Kodjia,2.0,2.0
Kenan Kodro,3.0,0.0
Dominik Kohr,22.0,7.0
Koke,19.0,4.0
Aleksandar Kolarov,24.0,15.0
Sead Kolašinac,14.0,7.0
Timothée Kolodziejczak,5.0,0.0
Ghislain Konan,43.0,4.0
Ibrahima Konaté,4.0,2.0
Moussa Konaté,7.0,2.0
Geoffrey Kondogbia,16.0,1.0
Kouadio Koné,13.0,0.0
Lamine Koné,6.0,0.0
Moussa Koné,1.0,2.0
Youssouf Koné,19.0,1.0
Ezri Konsa,7.0,0.0
Pascal Köpke,1.0,2.0
Laurent Koscielny,1.0,0.0
Filip Kostić,88.0,48.0
Christian Kouamé,10.0,0.0
Christian Kouamé,11.0,8.0
Nianzou Kouassi,2.0,0.0
Tomáš Koubek,1.0,0.0
Kalidou Koulibaly,12.0,1.0
Efthimis Koulouris,10.0,8.0
Jules Koundé,21.0,5.0
Leonardo Koutris,0.0,0.0
Cheikhou Kouyaté,20.0,0.0
Mateo Kovačić,60.0,6.0
Dawid Kownacki,33.0,9.0
İsmail Köybaşı,2.0,2.0
Thomas Kraft,0.0,0.0
Emil Krafth,6.0,1.0
Andrej Kramarić,26.0,17.0
Christoph Kramer,17.0,1.0
Tom Krauß,0.0,0.0
Ladislav Krejčí,8.0,5.0
Rene Krhin,0.0,0.0
Felix Kroos,0.0,0.0
Toni Kroos,23.0,7.0
Tim Krul,0.0,0.0
Rade Krunić,9.0,4.0
Lukas Kübler,5.0,1.0
Takefusa Kubo,81.0,43.0
Juraj Kucka,43.0,4.0
Dejan Kulusevski,87.0,61.0
Marash Kumbulla,4.0,1.0
Pierre Kunde,45.0,5.0
Jasmin Kurtić,29.0,7.0
Jasmin Kurtić,6.0,4.0
Layvin Kurzawa,11.0,3.0
Dereck Kutesa,15.0,4.0
Ahmed Kutucu,22.0,4.0
Enock Kwateng,10.0,1.0
Antonino La Gumina,1.0,1.0
Andrea La Mantia,3.0,4.0
Gaëtan Laborde,31.0,16.0
Alexandre Lacazette,27.0,4.0
Riccardo Ladinetti,0.0,0.0
Alban Lafont,0.0,0.0
Víctor Laguardia,3.0,0.0
Jack Lahne,0.0,0.0
Konrad Laimer,42.0,4.0
Stefan Lainer,45.0,12.0
Diego Lainez,19.0,8.0
Kenny Lala,47.0,10.0
Adam Lallana,4.0,1.0
Érik Lamela,33.0,15.0
Tariq Lamptey,0.0,0.0
Tariq Lamptey,24.0,6.0
Loïck Landre,0.0,0.0
Michael Lang,2.0,1.0
Sebastian Langkamp,1.0,0.0
Henri Lansbury,1.0,1.0
Manuel Lanzini,28.0,7.0
Gianluca Lapadula,25.0,11.0
Aymeric Laporte,2.0,0.0
Danilo Larangeira,7.0,0.0
Larra,4.0,1.0
Gautier Larsonneur,3.0,0.0
Kevin Lasagna,16.0,35.0
Jamaal Lascelles,8.0,0.0
Paul Lasne,7.0,1.0
Toni Lato,10.0,1.0
Danny Latza,21.0,1.0
Vincent Laurini,9.0,0.0
Wesley Lautoa,13.0,1.0
Diego Laxalt,5.0,5.0
Diego Laxalt,1.0,2.0
Valentino Lazaro,15.0,3.0
Valentino Lazaro,6.0,5.0
Darko Lazović,48.0,45.0
Manuel Lazzari,42.0,36.0
Mickaël Le Bihan,0.0,0.0
Robin Le Normand,0.0,0.0
Damien Le Tallec,4.0,0.0
James Lea Siliki,11.0,7.0
Rafael Leão,44.0,27.0
Adrien Lebeau,1.0,0.0
Mathew Leckie,2.0,1.0
Benjamin Lecomte,0.0,0.0
Pierre Lees-Melou,31.0,12.0
Jordan Lefort,5.0,0.0
Wu Lei,17.0,18.0
Toni Leistner,5.0,0.0
Moritz Leitner,9.0,0.0
Lucas Leiva,9.0,0.0
Florian Lejeune,2.0,0.0
Iñigo Lekue,14.0,3.0
Nicolas Lemaître,0.0,0.0
Thomas Lemar,23.0,1.0
Tim Lemperle,0.0,0.0
Clément Lenglet,5.0,0.0
Aaron Lennon,6.0,3.0
Bernd Leno,1.0,0.0
Christopher Lenz,26.0,5.0
Donovan Léon,0.0,0.0
Pedro León,26.0,9.0
Sergio León,3.0,6.0
Lukas Lerager,4.0,1.0
Mehdi Léris,14.0,3.0
Jefferson Lerma,27.0,0.0
Karlo Letica,1.0,0.0
Robert Lewandowski,70.0,28.0
Jamal Lewis,39.0,10.0
Aaron Leya Iseka,9.0,6.0
Stephan Lichtsteiner,6.0,2.0
Dimitri Liénard,16.0,2.0
Philipp Lienhart,3.0,0.0
Matthijs de Ligt,1.0,0.0
Isaac Lihadji,0.0,0.0
Lillo,1.0,1.0
Anderson Lima,3.0,1.0
Lucas Lima,2.0,0.0
Anthony Limbombe,1.0,2.0
Victor Lindelöf,4.0,0.0
Karol Linetty,32.0,14.0
Jesse Lingard,10.0,6.0
Pol Lirola,53.0,20.0
Diego Llorente,6.0,0.0
Fernando Llorente,6.0,2.0
Marcos Llorente,27.0,17.0
Gautier Lloris,0.0,0.0
Hugo Lloris,0.0,0.0
Giovani Lo Celso,41.0,5.0
Stanislav Lobotka,10.0,2.0
Stanislav Lobotka,8.0,1.0
Jürgen Locadia,1.0,1.0
Jürgen Locadia,2.0,4.0
Manuel Locatelli,50.0,4.0
Renan Lodi,15.0,10.0
Ruben Loftus-Cheek,2.0,3.0
Enzo Loiodice,0.0,0.0
Kevin Long,1.0,0.0
Shane Long,9.0,9.0
Matthew Longstaff,5.0,2.0
Sean Longstaff,10.0,1.0
Ademola Lookman,7.0,2.0
Anthony Lopes,0.0,0.0
Rony Lopes,2.0,0.0
Rony Lopes,1.0,1.0
Adrián López,15.0,20.0
David López,8.0,0.0
Diego López,4.0,0.0
Javi López,0.0,0.0
Javi López,15.0,0.0
Lluis López,1.0,0.0
Maxime Lopez,18.0,8.0
Pau López,0.0,0.0
Roberto López,3.0,0.0
Unai López,20.0,1.0
Iker Losada,0.0,1.0
Albert Lottin,2.0,0.0
Imran Louza,30.0,5.0
Matteo Lovato,0.0,0.0
Dejan Lovren,1.0,0.0
Eduard Löwen,10.0,2.0
Eduard Löwen,12.0,0.0
Matthew Lowton,11.0,1.0
Hirving Lozano,29.0,23.0
Pol Lozano,1.0,0.0
Jan Luca Rumpf,0.0,0.0
Lucas,2.0,0.0
Jean Lucas,6.0,0.0
Fabio Lucioni,8.0,0.0
José Luis Gayà,32.0,4.0
José Luis Morales,58.0,40.0
José Luis Palomino,4.0,1.0
José Luis Rodríguez,1.0,1.0
David Luiz,4.0,1.0
Douglas Luiz,34.0,2.0
Jordan Lukaku,6.0,2.0
Romelu Lukaku,26.0,32.0
Dodi Lukebakio,58.0,17.0
Saša Lukić,22.0,8.0
Senad Lulić,41.0,9.0
John Lundstram,20.0,4.0
Sebastiano Luperto,0.0,0.0
Arnaud Lusamba,21.0,0.0
Andreas Luthe,0.0,0.0
Lyanco,11.0,1.0
Charalambos Lykogiannis,12.0,1.0
Yann M'Vila,6.0,1.0
Alexis Mac Allister,4.0,1.0
Darwin Machís,52.0,32.0
Yvann Macon,1.0,0.0
James Maddison,58.0,15.0
Lisandro Magallán,2.0,0.0
Francesco Magnanelli,9.0,0.0
Giangiacomo Magnani,1.0,0.0
Giangiacomo Magnani,0.0,0.0
Hugo Magnetti,3.0,1.0
Harry Maguire,10.0,2.0
Abdallahi Mahmoud,3.0,0.0
Riyad Mahrez,61.0,42.0
Thiago Maia,0.0,0.0
Arne Maier,7.0,2.0
Habib Maïga,36.0,3.0
Mike Maignan,0.0,0.0
Ainsley Maitland-Niles,25.0,6.0
Josh Maja,18.0,3.0
Abdul Majeed Waris,12.0,1.0
Žan Majer,13.0,7.0
Jean-Victor Makengo,20.0,4.0
Nemanja Maksimović,10.0,2.0
Nikola Maksimović,6.0,0.0
Kévin Malcuit,6.0,0.0
Daniel Maldini,0.0,0.0
Ruslan Malinovskyi,60.0,16.0
Yunus Mallı,5.0,3.0
Hugo Mallo,8.0,3.0
Streli Mamba,18.0,14.0
Hianga Mananga Mbock,2.0,1.0
Vincent Manceau,6.0,1.0
Gianluca Mancini,10.0,2.0
Marco Mancosu,28.0,14.0
Steve Mandanda,1.0,0.0
Reinildo Mandava,13.0,5.0
Aïssa Mandi,8.0,0.0
Rolando Mandragora,14.0,4.0
Sadio Mané,84.0,57.0
Eliaquim Mangala,0.0,0.0
Thomas Mangani,24.0,2.0
Massimiliano Mangraviti,0.0,0.0
Kostas Manolas,2.0,0.0
Javier Manquillo,14.0,4.0
Giacomo Manzari,1.0,0.0
Myziane Maolida,14.0,14.0
Faitout Maouassa,30.0,6.0
Fernando Marçal,9.0,2.0
Marcelo,10.0,14.0
Marcelo,0.0,0.0
Solly March,19.0,13.0
Gian Marco Ferrari,4.0,0.0
Óscar de Marcos,2.0,0.0
Dario Maresic,0.0,0.0
Miguel Marí,0.0,0.0
Pablo Marí,0.0,0.0
José María Giménez,1.0,0.0
Mariano,2.0,1.0
Adrian Mariappa,2.0,0.0
Jordan Marié,3.0,0.0
Federico Marigosu,0.0,1.0
Adrián Marín,10.0,2.0
Guillermo Maripán,0.0,0.0
Guillermo Maripán,4.0,0.0
Marlon,6.0,0.0
Omar Marmoush,1.0,0.0
Gonzalo Maroni,2.0,2.0
Marquinhos,10.0,0.0
Bruno Martella,13.0,2.0
Roger Martí,13.0,14.0
Anthony Martial,66.0,34.0
Aarón Martín,26.0,3.0
Daniel Martín,0.0,0.0
David Martin,0.0,0.0
Jonas Martin,0.0,0.0
Jonas Martin,3.0,0.0
Josh Martin,1.0,0.0
Martinelli,12.0,11.0
Álex Martínez,0.0,0.0
Emiliano Martínez,0.0,0.0
Iñigo Martínez,8.0,0.0
Javi Martínez,0.0,0.0
Javi Martínez,3.0,0.0
Lautaro Martínez,51.0,21.0
Pablo Martínez,0.0,0.0
Pablo Martinez,6.0,0.0
Gelson Martins,64.0,32.0
Adam Marušić,12.0,2.0
Omar Mascarell,12.0,2.0
Andrea Masiello,6.0,2.0
Andrea Masiello,1.0,0.0
Adam Masina,11.0,2.0
Jordi Masip,0.0,0.0
Arthur Masuaku,31.0,6.0
Jaime Mata,23.0,12.0
Juan Mata,7.0,5.0
Aleš Matějů,18.0,1.0
Jean-Philippe Mateta,20.0,7.0
Nemanja Matić,24.0,2.0
Joël Matip,2.0,0.0
Rabbi Matondo,33.0,14.0
Alessandro Matri,3.0,0.0
Federico Mattiello,11.0,4.0
Blaise Matuidi,16.0,5.0
Neal Maupay,36.0,21.0
Stephy Mavididi,46.0,13.0
Philipp Max,8.0,5.0
Eric Maxim Choupo-Moting,13.0,2.0
Alexandru Maxim,6.0,2.0
Kévin Mayi,0.0,0.0
Borja Mayoral,32.0,13.0
Luca Mazzitelli,0.0,0.0
Kevin Mbabu,55.0,11.0
Kylian Mbappé,70.0,47.0
Ibrahima Mbaye,12.0,0.0
Loïc Mbe Soh,0.0,0.0
Isaac Mbenza,1.0,1.0
Nathanael Mbuku,14.0,3.0
James McArthur,33.0,17.0
Oliver McBurnie,26.0,8.0
Alex McCarthy,2.0,0.0
James McCarthy,9.0,1.0
John McGinn,55.0,10.0
David McGoldrick,34.0,7.0
Michael McGovern,0.0,0.0
Weston McKennie,28.0,2.0
Kenny McLean,36.0,5.0
Dwight McNeil,84.0,10.0
Scott McTominay,35.0,1.0
Biagio Meccariello,6.0,3.0
Gary Medel,13.0,1.0
Ben Mee,6.0,0.0
Joshua Mees,0.0,1.0
Admir Mehmedi,8.0,6.0
Soualiho Meïté,66.0,5.0
