Player Name,Players Dribbled Past,Dribbles into PA
Santiago Arias,0.0,0.0
Karim Aribi,3.0,1.0
Unai Arietaleanizbeaskoa,0.0,0.0
Stuart Armstrong,23.0,5.0
Maximilian Arnold,8.0,0.0
Toluwalas Arokodare,0.0,0.0
Sergio Arribas,0.0,0.0
Kepa Arrizabalaga,0.0,0.0
Tolgay Arslan,18.0,4.0
Sergio Asenjo,0.0,0.0
Marco Asensio,19.0,5.0
Kristoffer Askildsen,0.0,0.0
Iago Aspas,37.0,25.0
Roger Assalé,11.0,4.0
Miguel Atienza,1.0,0.0
Youcef Attal,10.0,4.0
Pierre-Emerick Aubameyang,8.0,18.0
Emil Audero,0.0,0.0
Tommaso Augello,19.0,3.0
Jean-Kévin Augustin,0.0,0.0
Ludwig Augustinsson,6.0,1.0
Serge Aurier,8.0,1.0
Charlie Austin,2.0,1.0
Taiwo Awoniyi,18.0,8.0
Jordan Ayew,19.0,7.0
Kaan Ayhan,2.0,2.0
Luke Ayling,21.0,2.0
Ramon Azeez,0.0,0.0
César Azpilicueta,2.0,0.0
Ludovic Baal,6.0,0.0
Carlos Bacca,1.0,2.0
Loïc Bade,9.0,0.0
Milan Badelj,9.0,0.0
Édgar Badía,0.0,0.0
Alejandro Baena,0.0,0.0
Miguel Baeza,1.0,2.0
Stéphane Bahoken,13.0,10.0
Leon Bailey,50.0,14.0
Eric Bailly,2.0,0.0
Tiemoué Bakayoko,15.0,1.0
Mitchel Bakker,11.0,2.0
Ridle Baku,16.0,7.0
Ridle Baku,2.0,0.0
Dilane Bakwa,1.0,1.0
Fabián Balbuena,1.0,0.0
Keita Baldé,5.0,8.0
George Baldock,15.0,6.0
Gareth Bale,3.0,1.0
Mikel Balenziaga,1.0,1.0
Leonardo Balerdi,1.0,0.0
Fodé Ballo-Touré,3.0,4.0
Botond Balogh,1.0,0.0
Abdoulaye Bamba,4.0,0.0
Jonathan Bamba,32.0,15.0
Robson Bambu,1.0,0.0
Patrick Bamford,12.0,11.0
Mattia Bani,1.0,0.0
Simon Banza,4.0,1.0
Antonín Barák,17.0,6.0
Federico Barba,2.0,3.0
Danilo Barbosa,1.0,0.0
Sergio Barcia,0.0,0.0
Melvin Bard,8.0,4.0
Enis Bardhi,13.0,3.0
Phil Bardsley,2.0,0.0
Nicolò Barella,27.0,11.0
Kike Barja,13.0,4.0
Ross Barkley,12.0,4.0
Ross Barkley,4.0,0.0
Aymen Barkok,10.0,3.0
Ashley Barnes,2.0,3.0
Harvey Barnes,18.0,25.0
Antonio Barragán,5.0,1.0
Antonio Barreca,0.0,1.0
Leandro Barreiro Martins,6.0,0.0
Ander Barrenetxea,25.0,7.0
Jacob Barrett Laursen,2.0,0.0
Musa Barrow,31.0,12.0
Kyle Bartley,0.0,0.0
Paolo Bartolomei,4.0,5.0
Marc Bartra,5.0,1.0
Chris Basham,14.0,0.0
Toma Bašić,16.0,1.0
Alessandro Bastoni,6.0,0.0
Simone Bastoni,9.0,1.0
Bastos,2.0,0.0
Michy Batshuayi,3.0,1.0
Rodrigo Battaglia,6.0,0.0
Cristian Battocchio,4.0,0.0
Oliver Baumann,0.0,0.0
Julian Baumgartlinger,7.0,0.0
Christoph Baumgartner,29.0,12.0
Jon Bautista,1.0,0.0
Paul Baysse,2.0,0.0
Noah Joel Sarenren Bazee,0.0,1.0
Ihlas Bebou,21.0,14.0
Rodrigo Becão,6.0,0.0
Sheraldo Becker,12.0,27.0
Timo Becker,2.0,0.0
Jan Bednarek,2.0,0.0
Donny van de Beek,2.0,0.0
Valon Behrami,2.0,1.0
Brian Behrendt,1.0,0.0
Maximilian Beier,0.0,0.0
Ishak Belfodil,15.0,5.0
Haris Belkebla,13.0,2.0
Stefan Bell,0.0,0.0
Karim Bellarabi,10.0,6.0
Jean-Ricner Bellegarde,31.0,14.0
Héctor Bellerín,15.0,6.0
Jude Bellingham,15.0,2.0
Andrea Belotti,26.0,10.0
Fran Beltrán,8.0,0.0
Hatem Ben Arfa,49.0,14.0
Salim Ben Seghir,1.0,0.0
Wissam Ben Yedder,25.0,18.0
Ahmad Benali,4.0,2.0
Samy Benchama,0.0,0.0
Lars Bender,8.0,0.0
Sven Bender,0.0,0.0
Darío Benedetto,14.0,7.0
László Bénes,0.0,0.0
Walter Benítez,0.0,0.0
Loris Benito,4.0,1.0
Bilal Benkhedim,2.0,0.0
Djamel Benlamri,0.0,0.0
Ismaël Bennacer,14.0,0.0
Saïd Benrahma,25.0,4.0
Yassine Benrahou,5.0,1.0
Ramy Bensebaini,1.0,2.0
Josh Benson,5.0,0.0
Nabil Bentaleb,5.0,0.0
Rodrigo Bentancur,15.0,1.0
Christian Benteke,3.0,4.0
Karim Benzema,22.0,25.0
Domenico Berardi,15.0,14.0
Yuri Berchiche,11.0,9.0
Álex Berenguer,3.0,0.0
Álex Berenguer,23.0,8.0
Bartosz Bereszyński,11.0,1.0
Jóhann Berg Guðmundsson,1.0,0.0
Sander Berge,18.0,8.0
Steven Bergwijn,8.0,5.0
Valon Berisha,6.0,2.0
Bernard,7.0,1.0
Federico Bernardeschi,7.0,4.0
Bernardo,0.0,0.0
Paul Bernardoni,0.0,0.0
Juan Bernat,3.0,0.0
Dimitry Bertaud,0.0,0.0
Ryan Bertrand,4.0,6.0
Daniel Bessa,0.0,0.0
Bartosz Bialek,0.0,1.0
Giulian Biancone,1.0,2.0
Ermin Bičakčić,0.0,0.0
Pedro Bigas,3.0,1.0
El Bilal Touré,9.0,4.0
Cristiano Biraghi,11.0,4.0
Davide Biraschi,2.0,0.0
Yves Bissouma,28.0,0.0
Leonardo Bittencourt,15.0,4.0
Alejandro Blanco,1.0,0.0
Rubén Blanco,0.0,0.0
Ludovic Blas,51.0,9.0
Jérôme Boateng,2.0,0.0
Antonin Bobichon,8.0,3.0
Yann Bodiger,0.0,0.0
Jean-Paul Boëtius,19.0,4.0
Sacha Boey,11.0,2.0
Sacha Boey,1.0,0.0
Jeremie Boga,48.0,7.0
Melayro Bogarde,3.0,0.0
Jayden Bogle,10.0,1.0
Quentin Boisgard,18.0,3.0
Willy Boly,3.0,0.0
Giacomo Bonaventura,13.0,2.0
Federico Bonazzoli,1.0,1.0
Federico Bonazzoli,2.0,1.0
Kevin Bonifazi,3.0,0.0
Leonardo Bonucci,0.0,0.0
Dennis Borkowski,0.0,0.0
Sebastiaan Bornauw,2.0,0.0
Sven Botman,5.0,0.0
Denis Bouanga,34.0,16.0
Hicham Boudaoui,7.0,4.0
Ryad Boudebouz,15.0,0.0
Sofiane Boufal,24.0,2.0
Nassim Boujellab,6.0,2.0
Farid Boulaya,43.0,15.0
Yassine Bounou,1.0,0.0
Ismaëlben Boura,12.0,0.0
Mehdi Bourabia,6.0,1.0
Benjamin Bourigeaud,5.0,3.0
Jarrod Bowen,26.0,29.0
Dedryck Boyata,2.0,0.0
John Boye,4.0,0.0
Lucas Boyé,23.0,4.0
Can Bozdogan,4.0,2.0
Umut Bozok,2.0,0.0
Domagoj Bradarić,7.0,5.0
Robbie Brady,14.0,4.0
Martin Braithwaite,6.0,7.0
Julian Brandt,20.0,5.0
Darko Brašanac,0.0,2.0
Lilian Brassier,1.0,0.0
Alvaro Bravo Jiménez,0.0,0.0
Claudio Bravo,2.0,0.0
Josip Brekalo,19.0,12.0
Gleison Bremer,3.0,0.0
Joshua Brenet,1.0,0.0
Rhian Brewster,6.0,0.0
Anthony Briançon,1.0,0.0
Jimmy Briand,1.0,1.0
Yan Brice Eteki,2.0,0.0
Dylan Bronn,6.0,0.0
John Brooks,2.0,1.0
Daniel Brosinski,8.0,1.0
Josh Brownhill,7.0,4.0
Marcelo Brozović,5.0,1.0
Gastón Brugman,9.0,1.0
Juan Brunetta,3.0,2.0
Cédric Brunner,19.0,2.0
Jacob Bruun Larsen,1.0,0.0
Bryan,0.0,1.0
Bryan,28.0,13.0
Joe Bryan,6.0,0.0
Kean Bryan,1.0,0.0
Lucas Buadés,0.0,0.0
Ante Budimir,3.0,4.0
Gianluigi Buffon,0.0,0.0
Marius Bülter,11.0,5.0
Alessandro Buongiorno,0.0,0.0
Esteban Burgos,1.0,1.0
Jonathan Burkardt,10.0,9.0
Oliver Burke,7.0,13.0
Roman Bürki,0.0,0.0
Dan Burn,5.0,1.0
Patrick Burner,0.0,0.0
Patrick Burner,8.0,2.0
Maxime Busi,6.0,0.0
Sergio Busquets,6.0,2.0
David Button,0.0,0.0
Oskar Buur,0.0,0.0
Marcin Bułka,0.0,0.0
Erick Cabaco,3.0,0.0
Willy Caballero,0.0,0.0
Jimmy Cabot,28.0,5.0
Martín Cáceres,1.0,0.0
Anthony Caci,10.0,1.0
Mathieu Cafaro,13.0,8.0
Gary Cahill,0.0,0.0
Yannick Cahuzac,5.0,0.0
Felipe Caicedo,9.0,4.0
Marc-Aurèle Caillard,0.0,0.0
Tom Cairney,12.0,1.0
Cala,3.0,0.0
Arturo Calabresi,0.0,0.0
Davide Calabria,10.0,5.0
Riccardo Calafiori,0.0,0.0
Mattia Caldara,0.0,0.0
Luca Caldirola,0.0,0.0
Duje Ćaleta-Car,2.0,0.0
Hakan Çalhanoğlu,17.0,13.0
Fabrizio Caligara,1.0,0.0
Daniel Caligiuri,33.0,4.0
José Callejón,3.0,1.0
Jonathan Calleri,11.0,4.0
Dominic Calvert-Lewin,13.0,16.0
Dani Calvo,0.0,0.0
Mahdi Camara,15.0,2.0
Eduardo Camavinga,24.0,4.0
José Campaña,27.0,0.0
Emre Can,14.0,0.0
Sergio Canales,16.0,6.0
João Cancelo,22.0,10.0
Antonio Candreva,18.0,10.0
Ander Capa,12.0,6.0
Pierrick Capelle,12.0,1.0
Étienne Capoue,1.0,0.0
Gianluca Caprari,25.0,9.0
Francesco Caputo,2.0,8.0
Maxence Caqueret,14.0,0.0
Andrea Carboni,0.0,1.0
Isaac Carcelen,15.0,4.0
Dani Cárdenas,0.0,0.0
Irvin Cardona,8.0,15.0
Marc Cardona,1.0,1.0
Ian Carlo Poveda,8.0,5.0
Diego Carlos,7.0,0.0
Juan Carlos,4.0,3.0
Lionel Carole,4.0,2.0
Yannick Carrasco,22.0,21.0
Sergio Carreira,1.0,0.0
Guido Carrillo,0.0,0.0
Andy Carroll,2.0,1.0
Dani Carvajal,9.0,5.0
William Carvalho,10.0,0.0
Casemiro,8.0,2.0
Matty Cash,5.0,4.0
Kiko Casilla,0.0,0.0
Giuseppe Caso,1.0,0.0
Moreto Cassamã,16.0,0.0
Timothy Castagne,7.0,0.0
Koen Casteels,1.0,0.0
Jean-Charles Castelletto,2.0,0.0
Samu Castillejo,14.0,5.0
Gonzalo Castro,23.0,6.0
Gaetano Castrovilli,14.0,9.0
Danilo Cataldi,1.0,0.0
Ivan Cavaleiro,29.0,11.0
Edinson Cavani,4.0,1.0
Dani Ceballos,19.0,1.0
Federico Ceccherini,6.0,1.0
Federico Ceccherini,0.0,0.0
Zeki Çelik,9.0,6.0
Bersant Celina,15.0,3.0
Fabien Centonze,42.0,2.0
Luca Ceppitelli,0.0,0.0
Alberto Cerri,4.0,1.0
Sava Cestic,0.0,0.0
Julian Chabot,10.0,2.0
Fouad Chafik,7.0,2.0
Mehdi Chahiri,22.0,3.0
Sofian Chakla,0.0,0.0
Aníbal Chalá,3.0,1.0
Trevoh Chalobah,20.0,1.0
Timothy Chandler,1.0,0.0
Kwon Chang-hoon,6.0,0.0
Gaëtan Charbonnier,14.0,3.0
Brendan Chardonnet,1.0,0.0
Xavier Chavalerin,6.0,0.0
Pape Cheikh Diop,8.0,0.0
Chema,0.0,0.0
Rayan Cherki,24.0,7.0
Denis Cheryshev,8.0,4.0
Giorgio Chiellini,1.0,0.0
Federico Chiesa,8.0,9.0
Federico Chiesa,16.0,19.0
Ben Chilwell,11.0,5.0
Vlad Chiricheș,9.0,2.0
Pedro Chirivella,2.0,0.0
Tahith Chong,12.0,3.0
Joris Chotard,7.0,1.0
Hamza Choudhury,0.0,0.0
Mounir Chouiar,35.0,7.0
Andreas Christensen,0.0,0.0
Samuel Chukwueze,23.0,17.0
Darko Churlinov,1.0,0.0
Cifu,1.0,0.0
Alberto Cifuentes,0.0,0.0
Luca Cigarini,3.0,1.0
Antonio Cioffi,0.0,0.0
Tim Civeja,0.0,0.0
Ciaran Clark,5.0,0.0
Alexis Claude-Maurice,8.0,2.0
Jonathan Clauss,8.0,8.0
Carlos Clerc,15.0,6.0
Nathaniel Clyne,3.0,0.0
Conor Coady,5.0,0.0
Marcus Coco,22.0,2.0
Coke,2.0,0.0
Séamus Coleman,8.0,5.0
Ebrima Colley,12.0,3.0
Omar Colley,0.0,0.0
Lorenzo Colombo,0.0,1.0
Racine Coly,0.0,0.0
Kingsley Coman,27.0,19.0
Daniel Congré,3.0,0.0
Aaron Connolly,6.0,2.0
Andrea Consigli,0.0,0.0
Andrea Conti,2.0,0.0
Liam Cooper,2.0,0.0
Francis Coquelin,6.0,0.0
Sébastien Corchia,9.0,6.0
Alex Cordaz,0.0,0.0
Iñigo Córdoba,1.0,0.0
Jhon Córdoba,9.0,7.0
Sergio Córdova,12.0,2.0
Andreas Cornelius,8.0,2.0
Maxwel Cornet,14.0,11.0
Ángel Correa,21.0,13.0
Joaquín Correa,13.0,7.0
Rober Correa,7.0,0.0
Thierry Correia,19.0,1.0
Angelo da Costa Júnior,0.0,0.0
Danny da Costa,1.0,2.0
David Pereira da Costa,0.0,0.0
Diego Costa,0.0,3.0
Douglas Costa,0.0,0.0
Douglas Costa,12.0,1.0
Hélder Costa,12.0,5.0
Jaume Costa,1.0,1.0
Benoît Costil,2.0,0.0
Vladimír Coufal,10.0,1.0
Kalifa Coulibaly,2.0,1.0
Lassana Coulibaly,10.0,0.0
Mamadou Coulibaly,1.0,0.0
Senou Coulibaly,3.0,0.0
Tanguy Coulibaly,35.0,8.0
Thibaut Courtois,0.0,0.0
Philippe Coutinho,12.0,16.0
Nicolas Cozza,2.0,2.0
Alessio Cragno,0.0,0.0
Aaron Cresswell,5.0,3.0
Domenico Criscito,2.0,0.0
Bryan Cristante,4.0,1.0
Giovanni Crociata,4.0,0.0
Juan Cruz Armada,6.0,0.0
Juan Cuadrado,18.0,8.0
Adrián Cubas,8.0,1.0
Sergio Cubero Ezcurra,0.0,0.0
Cucho,17.0,10.0
Marc Cucurella,12.0,13.0
Mickaël Cuisance,13.0,4.0
Mickaël Cuisance,0.0,0.0
Matheus Cunha,49.0,19.0
Giuseppe Cuomo,3.0,0.0
Patrick Cutrone,0.0,0.0
Patrick Cutrone,0.0,1.0
Wylan Cyprien,1.0,0.0
Rafael Czichos,2.0,0.0
Lennart-Marten Czyborra,4.0,1.0
Danilo D'Ambrosio,0.0,0.0
Damien Da Silva,7.0,0.0
Bryan Dabo,8.0,3.0
Moanes Dabour,13.0,5.0
Colin Dagba,5.0,4.0
Finn Dahmen,0.0,0.0
Mahmoud Dahoud,4.0,1.0
Stuart Dallas,13.0,7.0
Diogo Dalot,3.0,3.0
Mikkel Damsgaard,37.0,8.0
Flavius Daniliuc,0.0,0.0
Danilo,10.0,1.0
Scott Dann,4.0,0.0
Dante,0.0,0.0
Andrea Danzi,0.0,0.0
Márton Dárdai,0.0,0.0
Vladimír Darida,13.0,5.0
Karl Darlow,0.0,0.0
Matteo Darmian,0.0,2.0
Matteo Darmian,1.0,0.0
Jonathan David,16.0,11.0
Alphonso Davies,17.0,6.0
Ben Davies,3.0,3.0
Tom Davies,10.0,0.0
Keinan Davis,1.0,0.0
Leif Davis,1.0,0.0
Paweł Dawidowicz,3.0,0.0
Craig Dawson,0.0,0.0
Kevin De Bruyne,27.0,21.0
Sebastien De Maio,1.0,0.0
Rodrigo De Paul,47.0,9.0
Mattia De Sciglio,0.0,1.0
Mattia De Sciglio,3.0,1.0
Lorenzo De Silvestri,2.0,0.0
Thibault De Smet,2.0,2.0
Lucas Deaux,11.0,1.0
Mathieu Debuchy,11.0,1.0
Grégoire Defrel,4.0,1.0
Alessandro Deiola,1.0,1.0
Romain Del Castillo,13.0,5.0
Lorenzo Del Pinto,0.0,0.0
Thomas Delaine,13.0,7.0
Thomas Delaney,3.0,1.0
Liam Delap,0.0,0.0
Jonathan Delaplace,2.0,2.0
Cristian Dell'Orco,0.0,0.0
Andy Delort,19.0,10.0
Fabian Delph,5.0,0.0
Moussa Dembélé,11.0,2.0
Ousmane Dembélé,30.0,20.0
Merih Demiral,2.0,0.0
Kerem Demirbay,10.0,2.0
Ermedin Demirović,3.0,5.0
Diego Demme,1.0,0.0
Jason Denayer,6.0,0.0
Leander Dendoncker,7.0,2.0
Kevin Denkey,5.0,4.0
Stefano Denswil,1.0,0.0
Fabio Depaoli,0.0,0.0
Fabio Depaoli,1.0,0.0
Memphis Depay,44.0,24.0
Mike van der Hoorn,0.0,0.0
Kastriot Dermaku,0.0,0.0
Kiril Despodov,0.0,0.0
Sergiño Dest,18.0,13.0
Mattia Destro,12.0,1.0
Gerard Deulofeu,4.0,11.0
Deyverson,5.0,2.0
Jacopo Dezi,1.0,0.0
Samuel Di Carmine,1.0,4.0
Giovanni Di Lorenzo,13.0,8.0
Ángel Di María,35.0,14.0
Giuseppe Di Serio,2.0,0.0
Boulaye Dia,22.0,16.0
Abdoulay Diaby,0.0,0.0
Moussa Diaby,35.0,28.0
Mouctar Diakhaby,2.0,0.0
Abdou Diallo,5.0,0.0
Habib Diallo,9.0,3.0
Habib Diallo,0.0,0.0
Ibrahima Diallo,4.0,0.0
Ibrahima Diallo,8.0,1.0
Grady Diangana,25.0,7.0
Stéphane Diarra,3.0,0.0
Raphael Dias Belloli,19.0,13.0
Raphael Dias Belloli,14.0,3.0
Rúben Dias,1.0,0.0
Amadou Diawara,0.0,0.0
Brahim Díaz,18.0,4.0
Víctor Díaz,0.0,0.0
Daniel Didavi,8.0,1.0
Eric Dier,2.0,2.0
Daan Dierckx,0.0,0.0
Lucas Digne,2.0,3.0
Virgil van Dijk,0.0,0.0
Mitchell Dijks,15.0,2.0
Javairô Dilrosun,9.0,7.0
Federico Dimarco,8.0,4.0
Tristan Dingomé,0.0,0.0
Eren Dinkci,0.0,0.0
Sinaly Diomande,4.0,0.0
Lois Diony,2.0,10.0
Issa Diop,1.0,0.0
Papakouli Diop,5.0,4.0
Sofiane Diop,26.0,12.0
Yehvann Diouf,1.0,0.0
Assane Dioussé,0.0,0.0
Axel Disasi,4.0,0.0
Tiago Djaló,8.0,3.0
Djené,4.0,3.0
Moussa Djenepo,26.0,9.0
Koffi Djidji,0.0,0.0
Alexander Djiku,3.0,1.0
Berat Djimsiti,2.0,1.0
Marko Dmitrović,1.0,0.0
Ritsu Doan,37.0,13.0
Mihai Dobre,8.0,1.0
Matt Doherty,5.0,0.0
Jeremy Doku,32.0,12.0
Kasper Dolberg,5.0,2.0
Keagan Dolly,5.0,2.0
Jaume Doménech,1.0,0.0
Nicolás Domínguez,7.0,1.0
John Donald,0.0,0.0
Ji Dong-won,0.0,0.0
Anastasios Donis,1.0,0.0
Gianluigi Donnarumma,1.0,0.0
Gabriel Dos Santos,2.0,2.0
Bas Dost,1.0,2.0
Lucas Douath,4.0,0.0
Abdoulaye Doucouré,9.0,0.0
Cheick Doucouré,15.0,3.0
Fodé Doucouré,1.0,2.0
Idrissa Doumbia,3.0,0.0
Moussa Doumbia,12.0,3.0
Souleyman Doumbia,22.0,1.0
Aleksandar Dragović,3.0,0.0
Bartłomiej Drągowski,0.0,0.0
Denis Drăguș,4.0,0.0
Radu Drăgușin,0.0,0.0
Mouhamadou Drammeh,2.0,0.0
Julian Draxler,6.0,8.0
Dominick Drexler,4.0,1.0
Matthieu Dreyer,0.0,0.0
Domingos Duarte,2.0,0.0
Léo Duarte,0.0,0.0
Óscar Duarte,2.0,0.0
Rubén Duarte,3.0,1.0
Leo Dubois,18.0,9.0
Ondrej Duda,26.0,4.0
Haris Duljević,20.0,3.0
Paul Dummett,1.0,0.0
Alfred Duncan,5.0,0.0
Alfred Duncan,1.0,0.0
Lewis Dunk,4.0,0.0
Jimmy Dunne,0.0,0.0
Erik Durm,4.0,3.0
Jean-Kevin Duverne,12.0,2.0
Paulo Dybala,13.0,9.0
Edin Džeko,17.0,11.0
Eric Junior Dina Ebimbe,44.0,7.0
Steeve-Mike Ebongue,0.0,0.0
Enzo Ebosse,0.0,0.0
Bruno Ecuele Manga,7.0,0.0
Simone Edera,2.0,1.0
Ederson,0.0,0.0
Kyle Edwards,1.0,2.0
John Egan,0.0,0.0
Johannes Eggestein,0.0,0.0
Maximilian Eggestein,11.0,3.0
Lilian Egloff,1.0,1.0
Kingsley Ehizibue,9.0,0.0
Albin Ekdal,12.0,1.0
Hugo Ekitike,2.0,1.0
Niclas Eliasson,7.0,6.0
Elif Elmas,6.0,3.0
Ahmed Elmohamady,2.0,0.0
Mohamed Elneny,5.0,0.0
Aritz Elustondo,2.0,2.0
Nico Elvedi,0.0,0.0
Rodrigo Ely,1.0,0.0
Sepe Elye Wahi,0.0,0.0
Breel Embolo,29.0,13.0
Emerson,11.0,9.0
Manu Emmanuel Gyabuaa,0.0,0.0
Renaud Emond,0.0,2.0
Alan Empereur,0.0,0.0
Youssef En-Nesyri,8.0,5.0
Keita Endo,0.0,1.0
Wataru Endo,16.0,1.0
Sergi Enrich,5.0,0.0
Christian Eriksen,4.0,0.0
Martin Erlic,2.0,0.0
Patrick Erras,0.0,0.0
Gonzalo Escalante,5.0,0.0
Dani Escriche,2.0,0.0
Sergio Escudero,2.0,0.0
Alfonso Espino,11.0,2.0
Esquerdo,2.0,0.0
Nahuel Estévez,5.0,3.0
Pervis Estupiñán,4.0,6.0
Xabier Etxeita,1.0,0.0
Jonny Evans,4.0,0.0
Edu Expósito,15.0,4.0
Valentin Eysseric,0.0,0.0
Eberechi Eze,38.0,8.0
Łukasz Fabiański,0.0,0.0
Fabinho,4.0,0.0
Fábio,7.0,0.0
Cesc Fàbregas,4.0,0.0
Bandiougou Fadiga,2.0,0.0
Wout Faes,5.0,0.0
Ralf Fährmann,0.0,0.0
Romain Faivre,57.0,16.0
Fali,2.0,0.0
Iago Falque,2.0,2.0
Andri Fannar Baldursson,0.0,0.0
Paolo Faragò,3.0,1.0
Davide Faraoni,18.0,1.0
Mohamed Fares,3.0,3.0
Diego Farias,9.0,19.0
Wuilker Faríñez,0.0,0.0
Ansu Fati,17.0,16.0
Julien Faussurier,2.0,1.0
Andrea Favilli,3.0,4.0
Nabil Fekir,27.0,19.0
Felipe,0.0,0.0
Luiz Felipe,1.0,0.0
Ohis Felix Uduokhai,14.0,2.0
João Félix,23.0,5.0
Zinedine Ferhat,39.0,9.0
Bruno Fernandes,12.0,7.0
Edimilson Fernandes,4.0,0.0
Aitor Fernández,0.0,0.0
Álex Fernández,13.0,2.0
Álvaro Fernández,0.0,0.0
Andrés Fernández,1.0,0.0
Augusto Fernández,0.0,0.0
Carlos Fernández,1.0,1.0
Federico Fernández,0.0,0.0
Joaquín Fernández,0.0,0.0
Fernandinho,3.0,1.0
Fernando,7.0,1.0
Alex Ferrari,2.0,1.0
David Ferreiro,18.0,8.0
Jordan Ferri,9.0,3.0
Fidel,29.0,6.0
Sam Field,2.0,0.0
Alfreð Finnbogason,5.0,0.0
Roberto Firmino,26.0,15.0
Junior Firpo,3.0,3.0
John Fleck,11.0,1.0
Alessandro Florenzi,4.0,7.0
Kingsley Fobi,0.0,0.0
Phil Foden,25.0,15.0
Mamadou Fofana,2.0,0.0
Seko Fofana,12.0,1.0
Wesley Fofana,6.0,0.0
Wesley Fofana,2.0,0.0
Youssouf Fofana,13.0,1.0
Thomas Foket,5.0,1.0
Ramón Folch,0.0,0.0
Lamine Fomba,7.0,0.0
Thomas Fontaine,0.0,0.0
José Fontán,3.0,0.0
José Fonte,3.0,0.0
Fernando Forestieri,6.0,1.0
Pablo Fornals,9.0,7.0
Emil Forsberg,13.0,6.0
Fraser Forster,0.0,0.0
Philipp Förster,7.0,4.0
Steven Fortes,1.0,0.0
