Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards
Marcelo Brozović,Serie A,MF,25.0,32,31,29.4,2,1,11,1
Bruma,Bundesliga,"MF,FW",23.0,14,6,6.1,1,1,1,0
Jeffrey Bruma,Bundesliga,DF,26.0,9,7,6.9,0,0,4,0
Bruno,Premier League,DF,37.0,14,14,12.6,0,1,2,0
Jacob Bruun Larsen,Bundesliga,"FW,MF",19.0,24,16,14.1,2,2,0,0
Bryan,La Liga,"MF,FW",17.0,11,0,1.9,1,1,0,0
Joe Bryan,Premier League,DF,24.0,28,27,26.1,0,1,5,0
Gianluigi Buffon,Ligue 1,GK,40.0,17,17,17.0,0,0,0,0
Niko Bungert,Bundesliga,DF,31.0,7,3,3.2,0,0,0,0
Guido Burgstaller,Bundesliga,FW,29.0,24,17,17.0,4,0,4,0
Burgui,La Liga,"MF,FW",24.0,16,5,6.2,1,0,1,0
Jonathan Burkardt,Bundesliga,"FW,MF",18.0,4,4,2.9,0,0,0,0
Roman Bürki,Bundesliga,GK,27.0,32,32,32.0,0,0,1,0
Patrick Burner,Ligue 1,DF,22.0,17,15,15.0,0,0,3,0
Sergio Busquets,La Liga,MF,30.0,35,30,30.2,0,1,10,0
Gaëtan Bussmann,Bundesliga,DF,27.0,1,1,1.0,0,0,0,0
Unai Bustinza,La Liga,DF,26.0,25,24,22.5,0,1,11,1
Ludovic Butelle,Ligue 1,GK,35.0,36,36,36.0,0,0,1,1
David Button,Premier League,GK,29.0,4,4,4.0,0,0,0,0
Jakub Błaszczykowski,Bundesliga,FW,32.0,1,0,0.1,0,0,0,0
Erick Cabaco,La Liga,DF,23.0,21,20,18.1,2,0,11,2
Willy Caballero,Premier League,GK,36.0,2,2,2.0,0,0,0,0
Rémy Cabella,Ligue 1,"MF,FW",28.0,34,34,33.3,8,4,5,1
Gustavo Cabral,La Liga,DF,32.0,24,21,21.1,0,0,6,2
Rafael Cabral,Serie A,GK,28.0,2,2,2.0,0,0,0,0
Leandro Cabrera,La Liga,DF,27.0,32,31,31.0,2,0,11,1
Fabrizio Cacciatore,Serie A,DF,31.0,7,7,6.4,0,2,2,0
Fabrizio Cacciatore,Serie A,DF,31.0,7,5,5.5,0,0,1,0
Martín Cáceres,Serie A,"DF,FW",31.0,4,3,3.4,0,0,0,0
Martín Cáceres,Serie A,DF,31.0,9,7,7.0,0,0,1,0
Anthony Caci,Ligue 1,DF,21.0,29,26,25.5,0,1,1,0
Mathieu Cafaro,Ligue 1,"FW,MF",21.0,34,24,23.3,7,3,5,0
Gary Cahill,Premier League,DF,32.0,2,0,0.3,0,0,0,0
Yannick Cahuzac,Ligue 1,"MF,DF",33.0,23,15,15.9,1,0,8,1
Felipe Caicedo,Serie A,FW,29.0,28,17,15.2,8,2,4,0
Marc-Aurèle Caillard,Ligue 1,GK,24.0,21,21,21.0,0,0,0,0
Tom Cairney,Premier League,"MF,FW",27.0,31,24,24.4,1,1,0,0
Caiuby,Bundesliga,"FW,MF",30.0,14,10,11.2,1,1,3,0
Arturo Calabresi,Serie A,DF,22.0,18,16,15.7,1,0,8,0
Davide Calabria,Serie A,DF,21.0,26,22,21.7,1,2,5,0
Jordi Calavera,La Liga,DF,22.0,1,0,0.0,0,0,0,0
Fernando Calero,La Liga,DF,22.0,36,35,34.8,1,0,7,0
Duje Ćaleta-Car,Ligue 1,DF,21.0,20,17,17.2,0,0,1,2
Hakan Çalhanoğlu,Serie A,"FW,MF",24.0,36,34,32.0,3,6,3,0
Daniel Caligiuri,Bundesliga,DF,30.0,31,31,30.6,7,3,9,0
José Callejón,Serie A,"MF,FW",31.0,34,29,29.4,3,10,1,0
Jonathan Calleri,La Liga,FW,24.0,34,33,31.9,9,2,6,0
Jan-Ingwer Callsen-Bracker,Bundesliga,DF,33.0,1,0,0.1,0,0,1,0
Dominic Calvert-Lewin,Premier League,FW,21.0,35,19,19.8,6,2,3,0
Ignacio Camacho,Bundesliga,MF,28.0,6,6,6.0,0,0,3,0
Juanjo Camacho,La Liga,MF,37.0,3,0,0.4,0,0,0,0
Rafael Camacho,Premier League,DF,18.0,1,0,0.0,0,0,0,0
Mahdi Camara,Ligue 1,FW,20.0,1,0,0.1,0,0,0,0
Souleymane Camara,Ligue 1,"FW,MF",35.0,12,0,1.5,3,0,0,0
Víctor Camarasa,Premier League,MF,24.0,32,31,28.5,5,4,6,0
Eduardo Camavinga,Ligue 1,MF,15.0,7,4,4.0,0,0,1,0
Sergio Camello,La Liga,FW,17.0,1,0,0.5,1,0,0,0
José Campaña,La Liga,MF,25.0,36,36,35.7,4,9,11,0
Joel Campbell,Serie A,"FW,MF",26.0,17,11,9.9,0,3,4,0
Emre Can,Serie A,MF,24.0,29,20,20.1,4,1,7,0
Sergio Canales,La Liga,"MF,FW",27.0,32,30,29.5,7,2,5,0
João Cancelo,Serie A,DF,24.0,25,22,21.9,1,3,6,0
Antonio Candreva,Serie A,"FW,MF",31.0,18,5,5.6,1,0,0,0
Ander Capa,La Liga,DF,26.0,25,17,18.2,0,0,9,0
Luan Capanni,Serie A,FW,18.0,1,0,0.1,0,0,1,0
Pierrick Capelle,Ligue 1,"MF,DF",31.0,26,21,20.5,3,3,2,0
Leonardo Capezzi,Serie A,MF,23.0,12,9,8.6,0,0,4,0
Étienne Capoue,Premier League,MF,30.0,33,33,32.7,1,3,14,1
Gianluca Caprari,Serie A,"FW,MF",25.0,21,12,11.5,6,2,1,0
Marco Capuano,Serie A,DF,26.0,27,27,25.6,0,0,5,1
Francesco Caputo,Serie A,FW,30.0,38,38,38.0,16,3,3,0
Yoan Cardinale,Ligue 1,GK,24.0,3,3,3.0,0,0,0,0
Marc Cardona,La Liga,"FW,MF",23.0,17,6,6.7,3,1,1,0
Diego Carlos,Ligue 1,DF,25.0,35,35,35.0,2,0,8,0
Jonas Carls,Bundesliga,DF,21.0,1,1,1.0,0,0,0,0
Louis Carnot,Ligue 1,MF,17.0,1,0,0.1,0,0,0,0
Lionel Carole,Ligue 1,"DF,MF",27.0,23,20,19.2,0,3,2,0
Daniel Carriço,La Liga,DF,29.0,24,24,23.7,1,1,10,0
Guido Carrillo,La Liga,FW,27.0,32,23,22.1,6,1,5,0
Andy Carroll,Premier League,FW,29.0,12,3,5.1,0,0,2,0
Dani Carvajal,La Liga,DF,26.0,24,23,23.4,1,2,10,0
William Carvalho,La Liga,MF,26.0,30,26,26.5,0,5,7,0
Casemiro,La Liga,MF,26.0,29,27,25.7,3,0,7,1
Santiago Cáseres,La Liga,MF,21.0,23,17,17.6,0,1,10,0
Moreto Cassamã,Ligue 1,MF,20.0,1,1,0.7,0,0,0,0
Francesco Cassata,Serie A,"MF,FW",21.0,19,14,12.5,2,2,9,1
Timothy Castagne,Serie A,"DF,MF",22.0,28,21,22.3,4,3,3,0
Koen Casteels,Bundesliga,GK,26.0,26,26,25.5,0,0,0,0
Samu Castillejo,Serie A,"FW,MF",23.0,31,8,11.4,4,2,3,0
Gonzalo Castro,Bundesliga,MF,31.0,25,19,18.8,2,4,4,0
Jonny Castro,Premier League,"DF,MF",24.0,33,32,30.8,1,1,6,0
Lucas Castro,Serie A,"MF,FW",29.0,12,10,10.0,1,3,1,0
Danilo Cataldi,Serie A,"MF,FW",23.0,12,4,6.4,2,1,2,0
Catena,La Liga,DF,23.0,2,2,2.0,0,0,1,0
Craig Cathcart,Premier League,DF,29.0,36,35,34.4,3,0,2,0
Ivan Cavaleiro,Premier League,"FW,MF",24.0,23,6,7.7,3,1,1,0
Edinson Cavani,Ligue 1,FW,31.0,21,20,18.6,18,5,1,0
Santi Cazorla,La Liga,"MF,FW",33.0,35,30,29.4,4,10,2,0
Dani Ceballos,La Liga,"MF,FW",21.0,23,13,13.9,3,0,3,0
Federico Ceccherini,Serie A,DF,26.0,15,11,11.0,0,0,2,0
Petr Čech,Premier League,GK,36.0,7,7,6.5,0,0,0,0
Žan Celar,Serie A,FW,19.0,1,0,0.1,0,0,0,0
Zeki Çelik,Ligue 1,DF,21.0,34,34,33.0,1,5,5,1
Álex Centelles,Serie A,DF,20.0,8,6,6.5,0,0,4,0
Luca Ceppitelli,Serie A,DF,28.0,24,24,22.8,2,1,6,2
Fabio Ceravolo,Serie A,FW,31.0,25,12,13.2,2,0,1,0
Alberto Cerri,Serie A,FW,22.0,15,7,7.4,0,0,3,0
Boštjan Cesar,Serie A,DF,36.0,14,11,12.0,1,0,3,0
Nacer Chadli,Ligue 1,"MF,FW",28.0,16,9,7.7,0,0,1,0
Fouad Chafik,Ligue 1,DF,31.0,21,21,20.5,0,2,2,0
Nathaniel Chalobah,Premier League,"MF,FW",23.0,9,3,3.0,0,0,2,0
Calum Chambers,Premier League,"MF,DF",23.0,31,29,28.8,2,0,9,0
Timothy Chandler,Bundesliga,FW,28.0,1,0,0.2,0,0,0,0
Kwon Chang-hoon,Ligue 1,"FW,MF",24.0,19,10,10.4,2,0,1,0
Charles,La Liga,FW,34.0,34,17,19.3,14,1,4,0
Xavier Chavalerin,Ligue 1,MF,27.0,36,36,36.0,2,2,8,0
Pablo Chavarría,Ligue 1,FW,30.0,30,23,21.9,5,3,3,0
Chechu,La Liga,DF,36.0,1,1,1.0,0,0,0,0
Pape Cheikh Diop,Ligue 1,MF,20.0,12,5,5.0,0,0,3,0
Chema,La Liga,DF,26.0,19,13,13.9,2,0,7,0
Denis Cheryshev,La Liga,"MF,FW",27.0,27,19,19.0,2,2,2,0
Raman Chibsah,Serie A,MF,25.0,32,30,29.1,1,0,5,0
Leandro Chichizola,La Liga,GK,28.0,1,1,1.0,0,0,0,0
Giorgio Chiellini,Serie A,DF,33.0,25,22,22.1,1,1,3,0
Federico Chiesa,Serie A,"FW,MF",20.0,37,34,33.7,6,3,4,0
Ben Chilwell,Premier League,DF,21.0,36,36,36.0,0,4,4,0
Vlad Chiricheș,Serie A,DF,28.0,3,3,1.6,0,0,0,0
Tahith Chong,Premier League,FW,18.0,2,0,0.4,0,0,0,0
Hamza Choudhury,Premier League,MF,20.0,9,7,6.6,0,0,0,0
Andreas Christensen,Premier League,DF,22.0,8,6,6.9,0,0,1,0
Cyrus Christie,Premier League,DF,25.0,28,19,21.6,0,1,7,0
Samuel Chukwueze,La Liga,"FW,MF",19.0,26,19,19.0,5,2,2,0
Camillo Ciano,Serie A,"FW,MF",28.0,33,28,27.3,7,4,12,0
Amato Ciciretti,Serie A,"FW,MF",24.0,6,1,1.5,0,0,0,0
Luca Cigarini,Serie A,MF,32.0,25,20,18.7,0,2,9,0
Per Ciljan Skjelbred,Bundesliga,MF,31.0,16,12,11.1,0,1,3,0
Jasper Cillessen,La Liga,GK,29.0,3,3,3.0,0,0,0,0
Laurent Ciman,Ligue 1,DF,32.0,9,7,8.0,0,0,3,0
Daniel Ciofani,Serie A,FW,33.0,31,17,18.0,5,2,1,0
Thiago Cionek,Serie A,DF,32.0,31,29,28.2,0,3,12,2
Ibrahima Cissé,Premier League,"MF,FW",24.0,3,1,1.0,0,0,0,0
Till Cissokho,Ligue 1,DF,18.0,1,1,0.9,0,0,0,0
Ciaran Clark,Premier League,DF,28.0,11,9,9.5,3,0,1,0
Tom Cleverley,Premier League,"MF,FW",28.0,13,4,5.3,1,0,2,0
Nathaniel Clyne,Premier League,DF,27.0,14,13,12.7,0,1,2,0
Nathaniel Clyne,Premier League,DF,27.0,4,1,1.2,0,0,0,0
Conor Coady,Premier League,DF,25.0,38,38,38.0,0,0,5,0
Marcus Coco,Ligue 1,"FW,MF",22.0,33,21,20.4,1,2,3,1
Coke,La Liga,DF,31.0,27,19,20.2,4,0,5,1
Joel Coleman,Premier League,GK,22.0,1,1,1.0,0,0,0,0
Séamus Coleman,Premier League,DF,29.0,29,29,28.4,2,2,1,0
Álex Collado,La Liga,FW,19.0,1,0,0.9,0,0,0,0
Omar Colley,Serie A,DF,25.0,21,21,19.6,0,0,1,1
Racine Coly,Ligue 1,"DF,MF",22.0,9,6,5.6,0,1,2,0
Kingsley Coman,Bundesliga,"FW,MF",22.0,21,17,15.3,6,4,2,0
Santi Comesaña,La Liga,MF,21.0,25,23,22.6,1,1,6,0
Daniel Congré,Ligue 1,DF,33.0,37,37,36.6,2,2,5,1
Andrea Consigli,Serie A,GK,31.0,36,36,35.7,0,0,2,1
Andrea Conti,Serie A,DF,24.0,12,4,5.6,0,2,3,0
Lewis Cook,Premier League,MF,21.0,13,8,8.0,0,0,2,0
Steve Cook,Premier League,DF,27.0,31,31,31.0,1,1,3,0
Duje Čop,La Liga,FW,28.0,18,6,7.6,0,0,2,0
Francis Coquelin,La Liga,MF,27.0,26,20,19.6,0,1,5,0
Gabriele Corbo,Serie A,DF,18.0,1,0,0.1,0,0,0,0
Iñigo Córdoba,La Liga,FW,21.0,23,15,14.7,0,4,3,0
Sergio Córdova,Bundesliga,FW,20.0,20,3,5.9,3,0,1,0
Benjamin Corgnet,Ligue 1,"MF,FW",31.0,17,6,7.5,1,2,0,0
Ante Ćorić,Serie A,MF,21.0,2,0,0.3,0,0,0,0
Jack Cork,Premier League,MF,29.0,37,37,36.8,1,2,6,0
Andreas Cornelius,Ligue 1,FW,25.0,20,6,8.8,3,1,4,0
Maxwel Cornet,Ligue 1,FW,21.0,27,12,14.2,7,5,2,0
Quentin Cornette,Ligue 1,"MF,FW",24.0,5,3,2.3,0,0,0,0
Ángel Correa,La Liga,"MF,FW",23.0,36,20,21.3,3,2,7,1
Joaquín Correa,Serie A,"FW,MF",23.0,34,18,21.4,5,6,5,0
Danny da Costa,Bundesliga,"DF,MF",25.0,34,34,33.7,2,4,1,0
Diego Costa,La Liga,FW,29.0,16,14,12.4,2,2,4,1
Douglas Costa,Serie A,"FW,MF",27.0,17,7,6.9,1,0,2,1
Filippo Costa,Serie A,"MF,DF",23.0,9,6,6.3,0,0,0,0
Hélder Costa,Premier League,"FW,MF",24.0,25,16,14.9,1,2,3,0
Jaume Costa,La Liga,DF,30.0,21,18,16.6,1,0,6,0
Nuno da Costa,Ligue 1,FW,27.0,34,22,22.8,8,5,3,0
David Costas,La Liga,DF,23.0,15,13,13.0,0,0,4,0
Benoît Costil,Ligue 1,GK,31.0,37,37,37.0,0,0,0,0
Kalifa Coulibaly,Ligue 1,FW,26.0,32,19,19.5,8,2,6,1
Senou Coulibaly,Ligue 1,"DF,MF",23.0,9,6,4.6,1,0,1,1
Thibaut Courtois,La Liga,GK,26.0,27,27,27.0,0,0,2,0
Philippe Coutinho,La Liga,"FW,MF",26.0,34,22,22.4,5,2,2,0
Nicolas Cozza,Ligue 1,DF,19.0,12,11,10.9,0,1,0,0
Alessio Cragno,Serie A,GK,24.0,38,38,38.0,0,0,1,0
Aaron Cresswell,Premier League,DF,28.0,20,18,17.7,0,1,1,0
Domenico Criscito,Serie A,DF,31.0,35,35,34.1,2,4,12,1
Lorenzo Crisetig,Serie A,MF,25.0,8,5,5.6,0,0,3,0
Bryan Cristante,Serie A,MF,23.0,35,26,26.9,4,3,10,0
Sebastián Cristóforo,La Liga,"MF,FW",24.0,15,4,5.0,0,2,3,0
Enzo Crivelli,Ligue 1,FW,23.0,33,28,25.1,6,1,7,0
Peter Crouch,Premier League,FW,37.0,6,0,1.0,0,0,1,0
Alessio da Cruz,Serie A,"FW,MF",21.0,3,1,1.6,0,0,0,0
Juan Cuadrado,Serie A,"MF,DF",30.0,18,14,13.6,1,2,4,0
Cucho,La Liga,FW,19.0,34,25,23.9,4,3,6,0
Marc Cucurella,La Liga,"MF,FW",20.0,31,26,26.2,1,2,6,0
Iván Cuéllar,La Liga,GK,34.0,34,34,33.9,0,0,5,0
Mickaël Cuisance,Bundesliga,MF,18.0,11,1,3.1,0,1,3,0
Matheus Cunha,Bundesliga,"FW,MF",19.0,25,9,9.5,2,0,1,0
Greg Cunningham,Premier League,DF,27.0,7,7,7.0,0,0,3,0
Patrick Cutrone,Serie A,FW,20.0,34,12,16.2,3,2,2,0
Wylan Cyprien,Ligue 1,MF,23.0,29,27,26.2,4,1,2,1
Marco D'Alessandro,Serie A,"DF,MF",27.0,24,16,16.6,0,2,3,0
Danilo D'Ambrosio,Serie A,DF,29.0,30,29,28.7,2,5,6,0
Damien Da Silva,Ligue 1,DF,30.0,33,32,31.9,2,1,4,0
Kouadio-Yves Dabila,Ligue 1,DF,21.0,12,8,8.7,0,0,2,0
Abdoulaye Dabo,Ligue 1,FW,17.0,2,2,1.3,0,0,0,0
Bryan Dabo,Serie A,"MF,DF",26.0,23,6,9.2,1,1,4,0
Christoph Daferner,Bundesliga,FW,20.0,1,0,0.3,0,0,0,0
Colin Dagba,Ligue 1,DF,19.0,17,9,10.2,0,2,2,0
Mahmoud Dahoud,Bundesliga,MF,22.0,14,7,7.7,1,0,2,0
Leon Dajaku,Bundesliga,"MF,FW",17.0,2,0,0.3,0,0,0,0
Felipe dal Belo,Serie A,DF,34.0,30,27,26.2,3,2,13,0
Nicola Dalmonte,Serie A,"MF,FW",20.0,3,0,0.5,0,0,0,0
Diogo Dalot,Premier League,"DF,MF",19.0,16,12,11.3,0,2,3,0
Matty Daly,Premier League,MF,17.0,2,0,0.8,0,0,0,0
Vitalie Damașcan,Serie A,MF,19.0,1,0,0.0,0,0,0,0
Loïc Damour,Premier League,MF,27.0,2,0,0.3,0,0,0,0
Charlie Daniels,Premier League,DF,31.0,21,17,17.6,1,0,4,0
Danilo,Premier League,DF,27.0,11,9,9.0,1,0,1,0
Scott Dann,Premier League,DF,31.0,10,7,7.4,0,1,1,0
Kevin Danso,Bundesliga,DF,19.0,18,13,13.9,1,1,3,0
Dante,Ligue 1,DF,34.0,36,36,35.8,1,1,11,0
Palkó Dárdai,Bundesliga,"MF,FW",19.0,7,1,1.3,0,0,0,0
Sergi Darder,La Liga,MF,24.0,34,32,30.1,5,2,8,1
Vladimír Darida,Bundesliga,MF,27.0,10,3,4.2,0,1,1,0
Matteo Darmian,Premier League,DF,28.0,6,5,4.9,0,0,0,0
Alphonso Davies,Bundesliga,"FW,MF",17.0,6,0,0.9,1,0,1,0
Ben Davies,Premier League,DF,25.0,27,20,20.5,0,0,2,0
Tom Davies,Premier League,MF,20.0,16,10,10.9,0,0,3,0
Steven Davis,Premier League,MF,33.0,3,1,1.1,0,1,0,0
Kevin De Bruyne,Premier League,MF,27.0,19,11,10.8,2,2,2,0
Sebastien De Maio,Serie A,DF,31.0,16,13,13.0,1,0,1,1
Sebastien De Maio,Serie A,DF,31.0,6,6,5.5,0,1,3,0
Rodrigo De Paul,Serie A,"MF,FW",24.0,36,36,35.4,9,9,7,0
Daniele De Rossi,Serie A,MF,35.0,18,15,14.1,1,1,3,0
Mattia De Sciglio,Serie A,DF,25.0,22,19,19.4,0,1,2,0
Lorenzo De Silvestri,Serie A,"DF,MF",30.0,32,30,26.8,2,4,3,0
Lucas Deaux,Ligue 1,MF,29.0,18,17,13.2,3,1,4,0
Mathieu Debuchy,Ligue 1,DF,33.0,24,23,21.6,4,3,5,1
Troy Deeney,Premier League,FW,30.0,32,28,28.3,9,5,4,1
Jermain Defoe,Premier League,"DF,FW",35.0,4,0,0.3,0,0,0,0
Steven Defour,Premier League,MF,30.0,6,6,5.0,0,0,0,0
Grégoire Defrel,Serie A,"FW,MF",27.0,36,26,26.0,11,3,2,0
Alessandro Deiola,Serie A,MF,22.0,10,5,5.0,0,0,2,0
Alessandro Deiola,Serie A,MF,22.0,10,5,6.1,0,1,3,0
Romain Del Castillo,Ligue 1,"FW,MF",22.0,29,15,14.9,0,3,1,0
Thomas Delaney,Bundesliga,MF,26.0,30,27,25.4,3,5,7,0
Moisés Delgado,La Liga,DF,24.0,3,3,3.0,0,0,1,0
Cristian Dell'Orco,Serie A,DF,24.0,12,12,11.5,1,0,1,0
Cristian Dell'Orco,Serie A,DF,24.0,3,1,1.2,0,1,0,0
Andy Delort,Ligue 1,FW,26.0,36,36,34.6,14,7,4,0
Fabian Delph,Premier League,DF,28.0,11,8,8.1,0,1,1,1
Mousa Dembélé,Premier League,MF,31.0,10,7,5.7,0,0,1,0
Moussa Dembélé,Ligue 1,FW,22.0,33,21,22.4,15,4,1,0
Ousmane Dembélé,La Liga,"FW,MF",21.0,29,20,18.5,8,5,1,0
Jessy Deminguet,Ligue 1,"MF,FW",20.0,20,15,14.1,0,0,2,0
Merih Demiral,Serie A,DF,20.0,14,14,14.0,2,0,3,0
Kerem Demirbay,Bundesliga,MF,25.0,26,24,22.4,4,9,6,0
Diego Demme,Bundesliga,MF,26.0,26,24,22.8,0,2,4,0
Jason Denayer,Ligue 1,DF,23.0,31,31,30.6,2,0,2,0
Leander Dendoncker,Premier League,MF,23.0,19,17,16.3,2,0,1,0
Fabio Depaoli,Serie A,DF,21.0,33,27,27.4,0,4,12,2
Memphis Depay,Ligue 1,"FW,MF",24.0,36,29,30.4,10,10,5,0
Laurent Depoitre,Premier League,FW,29.0,23,10,11.9,0,1,1,0
Clément Depres,Ligue 1,FW,23.0,17,4,4.9,4,0,1,0
Kiril Despodov,Serie A,"FW,MF",21.0,4,0,1.2,0,0,0,0
Daniele Dessena,Serie A,MF,31.0,11,3,3.9,0,0,3,0
Mattia Destro,Serie A,"FW,MF",27.0,17,5,5.5,4,1,3,0
Gerard Deulofeu,Premier League,FW,24.0,30,26,23.0,10,5,3,0
Jacopo Dezi,Serie A,MF,26.0,1,1,1.0,0,0,0,0
Federico Di Francesco,Serie A,"FW,MF",24.0,19,14,11.9,2,2,2,0
Antonio Di Gaudio,Serie A,"FW,MF",28.0,12,9,7.8,0,1,0,0
Giovanni Di Lorenzo,Serie A,DF,24.0,37,37,37.0,5,3,8,0
Ángel Di María,Ligue 1,"FW,MF",30.0,30,28,25.8,12,11,2,0
Franco Di Santo,La Liga,FW,29.0,6,1,1.9,0,0,1,1
Franco Di Santo,Bundesliga,"FW,MF",29.0,4,3,2.7,0,0,0,0
Boulaye Dia,Ligue 1,FW,21.0,18,8,8.3,3,0,2,0
Fousseni Diabaté,Premier League,FW,22.0,1,1,0.6,0,0,0,0
Moussa Diaby,Ligue 1,"MF,FW",19.0,25,10,12.7,2,6,1,0
Adama Diakhaby,Premier League,"FW,MF",22.0,12,6,6.1,0,0,1,0
Mouctar Diakhaby,La Liga,DF,21.0,22,16,17.6,2,0,9,0
Bafodé Diakité,Ligue 1,DF,17.0,9,7,7.0,1,0,2,0
Abdou Diallo,Bundesliga,DF,22.0,28,27,26.4,1,1,1,1
Abdoulaye Diallo,Ligue 1,GK,26.0,6,6,5.5,0,0,0,0
Mustapha Diallo,Ligue 1,MF,32.0,7,6,5.1,0,1,5,0
Mohamed Diamé,Premier League,MF,31.0,29,24,24.1,0,0,3,0
Grady Diangana,Premier League,"FW,MF",20.0,17,6,6.8,0,1,0,0
Lassana Diarra,Ligue 1,MF,33.0,3,2,1.8,0,0,0,0
Amadou Diawara,Serie A,MF,21.0,13,8,7.3,0,0,4,0
Brahim Díaz,La Liga,FW,18.0,9,5,4.2,1,1,0,0
Javier Díaz,La Liga,GK,21.0,1,1,1.0,0,0,0,0
Bakaye Dibassy,Ligue 1,DF,28.0,34,32,32.7,1,1,5,1
Lorenzo Dickmann,Serie A,"DF,MF",21.0,6,2,1.9,0,0,1,0
Daniel Didavi,Bundesliga,"MF,FW",28.0,20,8,10.6,2,2,0,0
Étienne Didot,Ligue 1,MF,35.0,31,23,23.4,1,1,4,0
Adrián Diéguez,La Liga,DF,22.0,9,8,8.3,0,0,3,0
Eric Dier,Premier League,MF,24.0,20,18,16.7,3,0,4,0
Tim Dierßen,Bundesliga,FW,22.0,1,0,0.2,0,0,0,0
Lucas Digne,Premier League,DF,25.0,35,33,32.9,4,4,5,1
Virgil van Dijk,Premier League,DF,27.0,38,38,37.6,4,2,1,0
Mitchell Dijks,Serie A,"DF,MF",25.0,25,23,22.5,1,0,5,1
Javairô Dilrosun,Bundesliga,"FW,MF",20.0,17,7,10.0,2,3,2,0
Federico Dimarco,Serie A,DF,20.0,13,10,9.9,1,0,4,0
Stole Dimitrievski,La Liga,GK,24.0,21,21,21.0,0,0,3,0
Tristan Dingomé,Ligue 1,MF,27.0,20,17,14.9,1,3,5,0
Ismaël Diomandé,Ligue 1,"MF,DF",25.0,18,14,14.4,0,1,5,1
Federico Dionisi,Serie A,FW,31.0,9,1,2.3,1,0,2,0
Lois Diony,Ligue 1,FW,25.0,30,19,17.7,5,1,3,0
Issa Diop,Premier League,DF,21.0,33,33,33.0,1,0,4,0
Papakouli Diop,La Liga,MF,32.0,28,27,26.1,1,1,11,0
Sofiane Diop,Ligue 1,"MF,FW",18.0,13,9,8.2,0,0,1,0
Assane Dioussé,Serie A,MF,20.0,14,9,9.9,0,0,5,0
Assane Dioussé,Ligue 1,MF,20.0,7,2,2.4,0,0,0,0
Axel Disasi,Ligue 1,DF,20.0,4,1,1.8,0,0,0,0
Djené,La Liga,DF,26.0,34,34,33.1,0,0,13,2
Koffi Djidji,Serie A,DF,25.0,17,16,15.4,0,0,2,0
Koffi Djidji,Ligue 1,DF,25.0,1,1,1.0,0,0,0,0
Alexander Djiku,Ligue 1,DF,23.0,31,31,30.6,1,0,9,1
Papy Djilobodji,Ligue 1,"DF,FW",29.0,4,2,1.9,0,0,1,1
Berat Djimsiti,Serie A,DF,25.0,24,20,20.1,1,2,3,0
Johan Djourou,Serie A,DF,31.0,5,3,3.1,0,0,0,0
Marko Dmitrović,La Liga,GK,26.0,24,24,24.0,0,0,3,0
Matt Doherty,Premier League,"DF,MF",26.0,38,35,34.9,4,5,5,0
Keagan Dolly,Ligue 1,FW,25.0,3,2,1.0,0,0,0,0
Jaume Doménech,La Liga,GK,27.0,4,4,4.0,0,0,0,0
Giulio Donati,Bundesliga,DF,28.0,9,6,6.9,0,0,2,0
Ji Dong-won,Bundesliga,"FW,MF",27.0,14,10,9.9,4,1,2,0
Anastasios Donis,Bundesliga,"FW,MF",21.0,24,11,10.7,5,2,4,0
Gianluigi Donnarumma,Serie A,GK,19.0,36,36,34.3,0,0,4,0
Godfred Donsah,Serie A,MF,22.0,6,1,1.7,0,0,0,0
Riccardo Doratiotto,Serie A,FW,19.0,1,1,0.9,0,0,0,0
Gabriel Dos Santos,Ligue 1,DF,20.0,14,11,11.8,1,0,1,0
Mathieu Dossevi,Ligue 1,"FW,MF",30.0,35,30,27.4,4,2,0,0
Abdoulaye Doucouré,Premier League,MF,25.0,35,34,34.0,5,6,7,0
Cheick Doukouré,La Liga,MF,25.0,9,3,3.5,0,0,1,0
Moussa Doumbia,Ligue 1,"FW,MF",23.0,28,18,17.8,3,1,5,0
Seydou Doumbia,La Liga,FW,30.0,17,5,6.0,2,0,2,0
Souleyman Doumbia,Ligue 1,DF,21.0,7,7,6.7,0,0,0,0
Aleksandar Dragović,Bundesliga,DF,27.0,18,13,14.8,2,0,4,0
Bartłomiej Drągowski,Serie A,GK,20.0,3,2,2.5,0,0,0,0
Bartłomiej Drągowski,Serie A,GK,20.0,14,14,14.0,0,0,2,0
Julian Draxler,Ligue 1,"MF,FW",24.0,31,22,22.7,3,7,6,0
Luke Dreher,Premier League,MF,19.0,1,0,0.0,0,0,0,0
Josip Drmić,Bundesliga,FW,25.0,5,2,2.5,2,0,0,0
Jaroslav Drobný,Bundesliga,GK,38.0,2,2,2.0,0,0,0,0
Óscar Duarte,La Liga,"DF,MF",29.0,11,7,7.3,0,0,0,0
Rubén Duarte,La Liga,DF,22.0,33,33,30.8,0,0,10,1
Leo Dubois,Ligue 1,DF,23.0,25,21,22.7,1,6,2,0
Martin Dúbravka,Premier League,GK,29.0,38,38,38.0,0,0,1,0
Marvin Ducksch,Bundesliga,FW,24.0,16,8,9.1,1,1,1,0
Ondrej Duda,Bundesliga,MF,23.0,32,30,28.5,11,5,7,0
Shane Duffy,Premier League,DF,26.0,35,35,34.3,5,1,4,1
